wd_source_id,ms_source_id,R_chance_align,wd_rv,wd_e_rv,wd_redchi,wd_rv_from,snr,ms_rv,ms_e_rv,ms_rv_from,ms_redchi,TeffH,e_TeffH,loggH,e_loggH,vgtheoretical,vgobs,e_vgobs,wd_plate,wd_mjd,wd_fiberid,paths
655086691367669504,655095182518932352,1.1402581817923398,212.40199619649093,74.54577255705955,1.0085883831565208,sdss4,5.850250244140625,-4.046908855438232,3.171623468399048,gaia,0.0,12537.11,3607.87,9.188389,0.44982,170.41083688001288,216.4489050519292,74.61321197719712,2080.0,53350.0,69.0,
655117065376537472,655117069672345856,0.0001970689809128,-35.16307255697612,37.78713957318284,0.6618334234317936,sdss5,4.424038887023926,-22.450084686279297,0.467648297548294,gaia,0.0,8004.63,1032.7,7.714567,0.446713,18.378732870355574,-12.71298787069682,37.79003323699783,101953.0,59879.0,2.702159810337837e+16,sdss5/wd_fits/spSpec-101953-59879-27021598103378368.fits
2500203890109764608,2500203890109764224,2.72150693669657e-05,50.364379929222494,13.520219776349068,0.7991876601906153,sdss4,31.39179992675781,6.114957809448242,1.7917767763137815,gaia,0.0,14964.8,2389.11,8.126688,0.237205,36.89597471184135,44.24942211977425,13.638431244718648,4239.0,55458.0,274.0,
2502834604822566400,2502834609118127872,9.372042345910966e-05,55.40596719872696,27.20193955834061,0.7668599284607827,sdss5,9.194223403930664,31.09366233070644,1.4187791703773858,sdss5,0.4462556025462318,12888.44,1650.85,7.816996,0.188766,22.17727107884713,24.312304868020515,27.238914260115298,104630.0,59902.0,2.702159796023532e+16,sdss5/wd_fits/spSpec-104630-59902-27021597960235318.fits
2503066292541689984,2503065536624093056,2.486815248980985e-05,56.57747862253355,23.561737342092695,0.910007645450422,sdss4,9.293512344360352,26.944710080304496,1.0124263650318444,sdss5,0.8763127553081543,,,,,,29.63276854222905,23.58347882994316,7824.0,57282.0,850.0,
2498756859793039232,2498754046589700608,0.2391328234209194,9.54997219312297,32.63294106157004,0.970544330956918,sdss4,6.834835529327393,13.930584907531738,1.141065001487732,gaia,0.0,8200.77,1206.85,7.975438,0.472807,28.47950686218876,-4.380612714408768,32.65288458414546,408.0,51821.0,464.0,
2507707502918736512,2507707438493917696,0.0114446076850264,36.547327352222666,26.62007417379994,0.9790599536627722,sdss4,12.72185516357422,25.583646774291992,5.977643013000488,gaia,0.0,16742.96,4092.67,8.250183,0.356326,44.97076440378318,10.963680577930674,27.282972070679616,701.0,52179.0,271.0,
4376572739784367488,4376572739778142336,1.2759104357371188e-05,40.84100973336388,24.01780192594453,0.7762503877361364,sdss5,11.061768531799316,20.023988723754883,2.452862501144409,gaia,0.0,9266.02,887.31,7.939068,0.265056,26.895874655724032,20.817021009608997,24.142728590683888,103193.0,59731.0,2.702159873362593e+16,sdss5/wd_fits/spSpec-103193-59731-27021598733625929.fits
3848777093672899584,3848777093672485632,7.838315755504797e-06,71.71293048755838,17.501094996319395,1.1706548509919033,sdss5,15.97612762451172,110.14608764648438,0.8523215055465698,gaia,0.0,12351.3,2576.96,6.614211,0.492019,,-38.433157158926,17.521837175907464,101282.0,60030.0,2.702159815026517e+16,sdss5/wd_fits/spSpec-101282-60030-27021598150265167.fits
3868922315652102912,3868922418731317504,2.754834075373955,41.519166927542265,43.13794512539505,0.7261852434957353,sdss5,6.448302745819092,36.21468734741211,1.7750502824783323,gaia,0.0,14828.39,4617.02,7.843045,0.539368,23.28843728827134,5.304479580130156,43.174449772370245,101240.0,60053.0,2.702159815159795e+16,sdss5/wd_fits/spSpec-101240-60053-27021598151597952.fits
3869354556869630464,3869354561161063680,1.0665706139636369e-10,70.34733609734818,14.837447626119577,0.8057672141011323,sdss4,23.754642486572266,43.33143899752426,1.58258875806208,sdss5,0.3927629876917338,16066.36,1894.84,7.875033,0.205013,24.623707575800815,27.01589709982392,14.921609807088036,5354.0,55927.0,694.0,
3863816316796862464,3863816286732015488,0.0001100472483413,25.530271589726343,14.045053841205888,0.9803812293114528,sdss4,37.66107177734375,16.1940975189209,3.8516461849212646,gaia,0.0,26223.32,3966.21,7.581315,0.284305,15.903382657029908,9.336174070805445,14.563609296331414,2869.0,54454.0,95.0,
3869971692126504960,3869971490263112832,0.0051216711511809,42.76416524561893,14.405240936275607,0.9864579819025098,sdss4,27.011777877807617,34.12425304251733,1.772477819348012,sdss5,0.4763553685328309,18798.3,2670.95,8.054567,0.203684,33.09107390653782,8.639912203101602,14.513877636670058,5346.0,55955.0,129.0,
3870155070050227456,3870155070050228480,3.711884362135324e-06,-0.3812646305052682,24.69917447876971,0.903533308522406,sdss4,8.41845703125,38.61258098963936,2.0979552120861733,sdss5,0.1948807868017983,6829.16,1112.59,7.780308,0.597608,20.44354687774064,-38.99384562014463,24.78811481344696,5346.0,55955.0,278.0,
3864564122142354048,3864564023358404096,0.0009385902853365,22.252666545382024,26.449439867952204,1.1618604361841798,sdss4,8.123711585998535,-25.927138893308037,1.5458835022318311,sdss5,0.3577963625565533,7877.35,597.69,8.083007,0.235896,33.967610988952984,48.17980543869005,26.49457727782974,1002.0,52646.0,308.0,
3870963314176171264,3870963318471137408,0.0001332649763359,2.352970588168092,18.571207072075094,0.989091277754327,sdss4,18.38725471496582,-9.40389919281006,6.183412551879883,gaia,0.0,19085.5,6470.73,7.964082,0.512444,28.596280929985816,11.75686978097815,19.57356183479741,2885.0,54497.0,526.0,
