,Unnamed: 0.1,filename,radial_velocity_reference,e_radial_velocity_reference,redchi_reference,teff,logg,Unnamed: 0,cntr_01,dist_x,pang_x,name,ra,dec,solution_id,designation,source_id,random_index,ref_epoch,ra.1,ra_error,dec.1,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,GaiaDR3,PDA,GaiaEDR3,TeffH,e_TeffH,loggH,e_loggH,TeffHe,e_TeffHe,loggHe,e_loggHe,radial_velocity_observed,e_radial_velocity_observed,redchi_observed,teff_corv,logg_corv,stark_velocity,e_stark_velocity,teff_bin,logg_bin,N,e_N,Hdensity,e_Hdensity
137,529,HE0305m1145_b_2001_02_07T01_10_06_all.dat.gz,66.78488884559692,5.009269839828097,2.7296865771632386,14257.471384618988,8.841039496589012,91,69,1.084647,111.374629,HE0305-1145,47.042833333,-11.563111111,1636148068921376768,Gaia DR3 5159714332045197568,5159714332045197568,718168673,2016.0,47.04311971251,0.0457,-11.56322092065,0.0505,6.3354,0.0648,97.7454,62.657,58.752,0.052,-21.773,0.059,-0.1737,0.3344,-0.0427,0.1669,-0.5286,-0.0516,-0.3914,0.1152,0.4407,0.1313,208,0,207,1,-0.1909,294.8588,0.231,4.2264,31,0,1.857,,,,,,,,24,13,0.091144,26,14,0,0.054,151.288,0,0,0.989,0.393,0.035,0.309,0.746,-99.644,-4.789,-50.758,29.182,0,224,7585.8344,7.93772,955.66937,15.987358,22,6175.18667,18.75573,329.24274,15.861917,23,2556.7251,13.50428,189.32698,16.228685,1.151,0.0,22.0,0.0,23.0,0,-0.366769,-0.125442,-0.241327,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,193.78108550625,-54.35995111246,40.8904208366,-27.97717214968,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,5159714332045197568,1.0,5159714332045197568,25600.1,854.58,7.779326,0.059088,30588.68,1320.41,7.925443,0.055934,57.40375530467924,5.951559090995527,7.081492265301183,24207.232311850305,8.372504828666527,-9.381133540917688,7.779064207333868,8,1,,,,
138,531,WD1932m136_a_2000_05_23T09_52_28_all.dat.gz,-30.17730144560988,2.799778955883648,3.755435083018004,12999.995055430232,7.194061057362406,2130,1171,2.088156,-163.985198,WD1932-136,293.92475,-13.501944444,1636148068921376768,Gaia DR3 4183272552601606400,4183272552601606400,387872526,2016.0,293.92458542547,0.0477,-13.50250197604,0.0414,9.5404,0.0527,180.8802,129.356,-36.238,0.061,-124.177,0.048,0.229,0.078,-0.3358,-0.2479,-0.3594,-0.215,-0.1718,-0.0663,-0.1234,0.1859,205,0,204,1,0.8047,261.4495,0.17,2.3365,31,0,1.797,,,,,,,,24,16,0.08906,25,9,0,0.196,80.97,2,0,1.039,0.291,0.251,0.463,0.785,-109.036,-16.716,-38.475,37.118,0,204,7614.77402,8.45727,900.3822,15.983224,23,5750.91792,20.31352,283.10785,15.939199,20,2835.24193,10.02761,282.74353,16.116421,1.128,0.0,1.0,0.0,1.0,0,-0.177221,-0.044024,-0.133197,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,25.60478269772,-15.81640593594,293.46626835649,8.0090230748,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,4183272552601606400,1.0,4183272552601606400,16650.55,442.39,7.80007,0.040559,16948.75,561.57,7.905827,0.059028,5.223848320824154,3.396349121881916,3.784623330267967,12163.533111319088,8.51913065571123,35.40114976643404,4.40158489177671,6,1,1.6517522771468643e+17,1.0035030974632048e+16,1.6525227741478173e+17,9730745035420650.0
139,532,HS0400p1451_b_2002_09_21T06_42_08_all.dat.gz,53.37731083408043,1.7484954983931615,4.522502133212649,13515.78736212274,7.543486423299757,391,315,2.290237,100.376198,HS0400+1451,60.925375,14.991333333,1636148068921376768,Gaia DR3 39305036729495936,39305036729495936,1398863542,2016.0,60.92602282148,0.0282,14.99121874991,0.021,24.0981,0.0306,786.8116,143.368,141.349,0.035,-23.973,0.024,0.2894,0.0446,-0.116,0.1847,-0.1883,0.091,0.7442,0.0814,-0.2737,0.1548,432,0,432,0,0.5396,577.2871,0.102,2.9,31,0,1.774,,,,,,,,49,15,0.049746,54,9,0,0.036,132.095,0,0,1.018,0.512,0.602,0.43,0.227,-16.578,-8.75,-9.799,7.5,0,444,18458.35265,11.07188,1667.13806,15.021885,49,13746.72581,16.31824,842.41498,14.993044,47,7182.61114,10.53299,681.91583,15.107189,1.134,0.0,0.0,0.0,0.0,0,-0.114145,-0.028841,-0.085304,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,176.80339589935,-27.16521928984,61.85573755716,-5.65257541635,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,39305036729495936,0.99,39305036729495936,14669.09,210.98,8.361361,0.016371,14001.53,201.32,8.329879,0.022021,67.1562363053609,2.018171468382228,4.025366830480314,13877.651884293182,8.402135345865227,13.778925471280473,2.670253280813119,4,8,6.910122703215099e+16,1.032408053416881e+16,6.958493548802717e+16,9392442271340208.0
140,533,WD0558p165_b_2002_02_21T01_07_41_all.dat.gz,103.32033778616808,2.450740863708724,3.567101668980401,14011.46655931218,7.963693066824605,961,742,0.955178,-116.003102,WD0558+165,90.323833333,16.526944444,1636148068921376768,Gaia DR3 3348917053032143616,3348917053032143616,176380030,2016.0,90.32358458822,0.0472,16.52682811911,0.0384,15.3673,0.0473,325.048,58.207,-50.798,0.061,-28.418,0.042,-0.3089,-0.0793,-0.3654,0.2043,-0.2023,0.1514,-0.6143,0.1254,0.1421,-0.2134,217,0,215,2,1.5945,309.1355,0.143,2.116,31,0,1.797,,,,,,,,25,14,0.089542,25,13,0,0.061,6.376,0,0,1.077,0.131,0.423,0.305,0.566,-75.592,16.785,-23.339,-44.689,0,203,9793.71904,7.7009,1271.76233,15.709998,24,7428.26412,36.96603,200.94841,15.661324,24,3626.61054,12.28548,295.19495,15.849143,1.129,0.0,0.0,0.0,4.0,0,-0.187819,-0.048675,-0.139145,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,192.53084036763,-3.18047616233,90.31250215255,-6.91210168142,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,3348917053032143616,0.99,3348917053032143616,17230.11,472.96,8.358471,0.032475,17200.06,661.68,8.432365,0.053926,89.53968354764052,2.879553218679092,3.3618588144135324,14201.933606066434,8.475621686918974,-13.78065423852756,3.7812640109171034,7,8,,,,
141,537,WD2350m248_a_2000_08_05T08_14_49_all.dat.gz,41.83820517119956,3.777634203166688,2.133302182293983,27552.154668156443,8.806121540863531,2521,1379,0.327526,-107.411183,WD2350-248,358.26579167,-24.534277778,1636148068921376768,Gaia DR3 2338275136195124864,2338275136195124864,1157826123,2016.0,358.26569624311,0.0401,-24.53430500152,0.0385,11.3966,0.0486,234.5569,17.367,-15.959,0.052,-6.85,0.05,0.1829,0.2348,0.0283,-0.1274,-0.0862,-0.0756,-0.01,-0.0211,-0.2677,0.2536,209,0,208,1,0.865,429.4415,0.276,10.7827,31,0,1.865,,,,,,,,24,15,0.079096,37,13,0,0.09,147.929,0,0,1.042,0.296,0.205,0.248,0.801,-68.199,-41.88,-59.398,19.025,0,301,13411.74863,8.1728,1641.02319,15.368653,36,11023.77937,27.733,397.49677,15.232716,34,4364.83846,8.93993,488.241,15.647975,1.147,0.0,0.0,0.0,1.0,0,-0.415259,-0.135938,-0.279322,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,40.84855228123,-76.61926753424,348.17160674076,-21.7169661997,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,2338275136195124864,1.0,2338275136195124864,29308.82,798.08,8.389427,0.039303,36785.41,1173.03,8.505971,0.034205,71.35216864141208,3.499945001750426,2.8240057286031632,29809.098574086693,8.106961879969438,29.513963470212516,5.149770401504576,8,8,2.7224280336852272e+17,5902314606369524.0,2.7107971643219738e+17,4346453797269369.0
142,546,WD2324p060_b_2002_09_27T03_55_12_all.dat.gz,-9.184417169345627,1.7272860039501787,5.24606437868774,13389.693001019745,7.479664589335313,2486,1350,2.081932,166.570276,WD2324+060,351.68520833,6.2950555556,1636148068921376768,Gaia DR3 2661500871515095680,2661500871515095680,1277305148,2016.0,351.68534345959,0.0377,6.29449305496,0.03,14.0307,0.0402,349.0845,130.376,34.623,0.046,-125.695,0.037,0.0504,0.0906,0.0388,-0.0842,-0.1135,-0.052,0.2825,-0.0916,-0.0612,0.1256,211,0,208,3,1.2649,300.9955,0.174,4.1377,31,0,1.793,,,,,,,,24,14,0.064627,30,8,0,0.116,66.563,0,3,1.062,0.098,0.279,0.193,0.701,-112.125,-10.986,-52.221,21.505,0,250,12739.86533,11.33226,1124.2124,15.424455,27,9616.00083,23.74984,404.88702,15.381056,25,4688.52595,26.68686,175.68672,15.570305,1.123,0.0,27.0,0.0,25.0,0,-0.189249,-0.043399,-0.14585,,,,,,,,,,,,,,,,,,,,,VARIABLE,88.3203261633,-50.79648391216,354.87182900264,9.07730869668,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,2661500871515095680,1.0,2661500871515095680,16267.4,455.03,7.983307,0.038329,15996.38,531.61,8.026944,0.057145,-1.1685526666282404,2.025355852446589,2.9009698853199346,12898.020778080472,8.584679629681442,8.015864502717386,2.661875892764692,6,4,6.638302905634542e+16,1.253601718854746e+16,6.774689537026453e+16,1.0743190032782408e+16
143,550,WD0951m155_b_2000_04_26T03_24_58_all.dat.gz,34.70832884785704,2.839018317985879,3.797498002940857,13346.530082867595,7.4330606678055,1125,812,2.181642,-40.834071,WD0951-155,148.418,-15.815472222,1636148068921376768,Gaia DR3 5686109578292348032,5686109578292348032,814271191,2016.0,148.41758815715,0.056,-15.81501370936,0.0383,9.035,0.0665,135.8134,131.232,-84.865,0.058,100.099,0.047,0.0083,-0.4989,-0.0806,0.2428,0.0272,0.2484,-0.6333,0.1106,-0.0891,-0.025,351,0,348,3,1.1729,466.4246,0.211,3.9856,31,0,1.812,,,,,,,,40,14,0.081958,44,29,0,0.042,15.933,0,0,1.044,0.559,0.502,0.439,0.815,-174.765,-11.65,38.453,-18.013,0,345,6813.28122,4.2057,1620.01294,16.103975,38,5212.17267,11.99571,434.50311,16.045996,40,2468.94102,12.21187,202.17555,16.266619,1.127,0.0,2.0,0.0,2.0,0,-0.220623,-0.05798,-0.162643,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,252.45429211199,29.14973755237,156.64586446275,-26.77468963363,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,5686109578292348032,1.0,5686109578292348032,17280.42,486.73,7.875927,0.045437,17458.99,649.54,7.979107,0.065601,68.19734548534527,3.3280914079990254,3.296048610758638,12390.530070627292,8.80958320209582,33.48901663748823,4.374496248696106,7,2,1.7374764445153216e+17,1.083498249225983e+16,1.7334329628051187e+17,1.0929138183420256e+16
144,555,HS2240p1234B_a_2002_09_24T05_17_40_all.dat.gz,34.62455904916405,3.802932437897814,4.18459372529326,13221.420157288392,7.377137903893033,601,451,1.291211,-152.335924,HS2240+1234B,340.62641667,12.834,1636148068921376768,Gaia DR3 2731502443233585280,2731502443233585280,1302767503,2016.0,340.62624587775,0.0694,12.83368233147,0.062,9.8924,0.0764,129.4009,79.867,-33.945,0.095,-72.294,0.075,0.0721,0.1453,-0.2493,-0.2071,-0.2161,-0.1948,-0.2332,0.0304,-0.2806,-0.07,168,0,167,1,2.3337,228.1021,0.203,1.4987,31,0,1.772,,,,,,,,19,13,0.133757,25,8,0,0.075,60.496,0,0,1.13,0.236,0.145,0.25,0.836,-124.123,-4.667,-50.637,22.854,0,211,4277.46066,4.74034,902.35388,16.609402,22,3156.85305,16.0569,196.60419,16.590406,21,1663.93883,11.57492,143.75375,16.695051,1.127,0.0,3.0,0.0,2.0,0,-0.104645,-0.018995,-0.085649,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,80.74345779253,-39.25229297931,347.23424867132,19.41757426161,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,2731502443233585280,1.0,2731502443233585280,14421.35,433.59,8.107462,0.045899,14042.37,413.69,8.09344,0.057463,32.563527973083275,3.6532221380214263,5.608246740734828,12025.82987332161,7.629031215199987,-2.0610310760807735,5.273360135335463,3,7,,,,
145,557,HE2251m6218_b_2001_09_02T00_12_35_all.dat.gz,21.12414744235332,3.904833178228445,3.872360730275876,13455.510511720337,7.494570037588204,314,255,0.826081,93.314922,HE2251-6218,343.74754167,-62.035888889,1636148068921376768,Gaia DR3 6394778525002127104,6394778525002127104,489989388,2016.0,343.74803020511,0.0245,-62.03590215684,0.0265,10.7843,0.0345,312.98,53.623,53.507,0.032,-3.52,0.033,-0.3582,0.2566,-0.0858,0.1174,-0.206,0.1633,-0.2712,-0.186,0.0152,-0.3629,493,0,490,3,-0.9107,584.0187,0.112,1.6364,31,0,1.808,,,,,,,,56,31,0.053773,61,25,1,0.022,151.242,0,0,0.97,0.126,0.303,0.075,0.343,-69.474,48.903,-5.191,-36.442,0,500,8282.84436,4.36265,1898.58118,15.891918,54,6386.45419,14.04584,454.6864,15.825393,53,3052.00248,9.74831,313.08029,16.036434,1.14,0.0,1.0,0.0,1.0,0,-0.211041,-0.066525,-0.144516,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,323.77314670944,-50.11705418183,313.66056571731,-49.30200926354,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,6394778525002127104,1.0,6394778525002127104,17247.31,411.18,7.986952,0.033036,17331.33,551.77,8.080856,0.050779,62.98283131877753,4.731187214773037,4.38196678808845,12042.06540307407,8.514378837959864,41.85868387642421,6.134480793924251,7,4,1.890229497526614e+17,1.707185246635637e+16,1.8358947938942096e+17,1.2418975844817104e+16
146,564,HS1705p2228_b_2002_09_21T00_20_01_all.dat.gz,-29.293467488992693,2.5397447462632226,5.279124394186529,13464.844322837183,7.500578533430239,538,414,0.922642,-135.697334,HS1705+2228,256.78320833,22.407861111,1636148068921376768,Gaia DR3 4568179481487112832,4568179481487112832,71479007,2016.0,256.78301470546,0.0105,22.40767769482,0.0162,19.876,0.0221,899.9012,57.177,-37.008,0.016,-43.585,0.021,0.1464,-0.0025,-0.0379,0.0194,-0.0526,0.0284,-0.1404,-0.027,-0.0252,0.1458,792,0,790,2,1.5214,1269.4237,0.139,9.5917,31,0,1.787,,,,,,,,90,28,0.029591,93,41,0,0.038,15.306,0,0,1.038,0.148,0.434,0.223,0.496,132.276,-80.071,-24.16,8.704,0,796,25116.65142,10.26487,2446.85596,14.687463,87,19022.72416,16.80296,1132.10535,14.640361,83,9562.13883,10.97108,871.57703,14.796508,1.138,0.0,3.0,0.0,3.0,0,-0.156147,-0.047102,-0.109045,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,43.4353850618,32.37729706946,252.59050069102,45.05138802457,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,4568179481487112832,1.0,4568179481487112832,15419.34,260.56,7.926609,0.022299,15205.26,265.53,7.958107,0.030051,-14.347948975439978,2.6769068323742724,3.987906587281024,12436.356672456275,8.167028470178611,14.945518513552715,3.6900045481521704,4,3,8.265286609233035e+16,1.4197008122990996e+16,8.108706624471118e+16,1.0598656755181886e+16
147,565,WD0317p196_a_2002_09_21T05_45_32_all.dat.gz,27.80099746435992,2.683913917981144,4.149425748653681,12999.945976900508,7.357642360864622,857,658,0.553851,144.267284,WD0317+196,50.017,19.793,1636148068921376768,Gaia DR3 59370127502651264,59370127502651264,1653358022,2016.0,50.01709548887,0.0394,19.79287511426,0.0317,11.5654,0.0429,269.6193,31.502,18.969,0.052,-25.151,0.043,0.0669,0.3804,0.2542,0.1772,-0.1499,0.1002,0.3552,0.2517,0.1129,0.1406,204,0,203,1,-1.063,231.8481,0.078,0.6646,31,0,1.803,,,,,,,,24,13,0.075473,25,5,0,0.088,156.728,0,0,0.945,0.28,0.226,0.376,0.813,-65.56,-8.815,-50.054,30.588,0,208,10450.14059,8.45363,1236.17212,15.639562,20,7986.47895,23.12086,345.42303,15.582654,21,3816.32984,10.52989,362.42813,15.79378,1.129,0.0,0.0,0.0,1.0,0,-0.211126,-0.056908,-0.154219,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,164.39071307937,-30.86326168353,52.78763888599,1.36913428404,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,59370127502651264,1.0,59370127502651264,17945.53,442.18,7.953075,0.034631,18453.52,594.63,8.085486,0.046925,55.89771391722471,3.1941749236186467,4.753698078710387,12005.080201924531,8.798194633116044,28.096716452864793,4.172067516448779,7,4,1.6922660591888906e+17,1.4357496617181102e+16,1.6868020849985142e+17,1.3124536975183322e+16
148,574,WD1952m206_b_2000_07_13T04_43_44_all.dat.gz,26.429383884964363,2.262273958715916,4.40348129699102,12999.999018775916,7.294387628015972,2191,1180,6.333844,165.707871,WD1952-206,298.94579167,-20.517583333,1636148068921376768,Gaia DR3 6865430941202657408,6865430941202657408,1224894533,2016.0,298.9462554297,0.0269,-20.51928827932,0.0196,17.4294,0.0321,542.8815,398.255,95.557,0.034,-386.622,0.021,0.1508,0.1122,-0.2058,-0.002,-0.2148,0.1022,0.4352,-0.4146,-0.267,0.2475,356,0,356,0,1.412,511.9802,0.133,4.1713,31,0,1.78,,,,,,,,41,19,0.049262,42,10,0,0.008,169.946,0,0,1.053,0.289,0.424,0.258,0.404,-31.057,-9.758,-21.147,29.544,0,349,17037.86832,12.40198,1373.80176,15.108829,38,12718.16066,35.61464,357.10489,15.077481,38,6562.41842,12.47812,525.91406,15.205235,1.132,0.0,0.0,0.0,0.0,0,-0.127754,-0.031347,-0.096407,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,20.78873210425,-23.00401971268,296.9547424642,0.25218879004,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,6865430941202657408,1.0,6865430941202657408,14578.47,261.62,7.956246,0.024427,14454.05,256.08,7.975776,0.031128,42.885000329898816,2.4157948432768848,4.194825827503485,12955.936519107076,7.7067714086524255,16.455616444934453,3.3096749370727285,3,4,7.565878607819366e+16,1.1165767947918046e+16,7.249349716340824e+16,8157060724079418.0
149,577,WD1019p129_b_2001_01_30T08_22_13_all.dat.gz,44.721299064932,2.59580857716604,3.11869700066786,13499.99621713547,7.668899936620431,1172,843,1.384611,-125.460925,WD1019+129,155.619875,12.699833333,1636148068921376768,Gaia DR3 3883746133280920448,3883746133280920448,611446461,2016.0,155.61955387134,0.0386,12.69961019983,0.0293,11.3628,0.0455,249.7825,88.01,-72.007,0.047,-50.604,0.038,0.0354,-0.3101,-0.0628,0.143,-0.2185,-0.0463,-0.052,0.2622,-0.4016,-0.0867,202,0,200,2,-1.0159,239.0657,0.111,1.4006,31,0,1.814,,,,,,,,23,14,0.066895,26,11,0,0.082,15.816,0,0,0.947,0.239,0.254,0.376,0.807,-103.013,4.941,-8.315,-25.195,0,223,10347.31606,8.51155,1215.67896,15.650297,25,7965.58356,18.55202,429.36465,15.585498,22,3710.77487,11.33758,327.29861,15.824234,1.128,0.0,0.0,0.0,0.0,0,-0.238736,-0.064799,-0.173937,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,227.95849506736,52.31999594237,152.78655120624,2.3793839243,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,3883746133280920448,1.0,3883746133280920448,18667.14,463.01,7.99662,0.035035,19328.41,613.59,8.13856,0.042624,70.2509196150918,3.016119485444051,3.19958448943826,12763.328247242396,8.864872059757552,25.529620550159805,3.97934654431655,7,5,1.7616848663870038e+17,1.005394460793946e+16,1.7489448875917952e+17,1.0503486234726066e+16
150,582,WD1314m153_a_2002_04_23T01_24_32_all.dat.gz,103.88859189684403,2.173548838030144,4.38399822736201,13000.00025312986,7.322596055934162,1392,988,11.254858,-161.628029,WD1314-153,199.18166667,-15.599555556,1636148068921376768,Gaia DR3 3607725941130742528,3607725941130742528,1412279952,2016.0,199.18064359243,0.0365,-15.60252255411,0.0233,17.9829,0.0435,413.8629,703.855,-219.533,0.04,-668.743,0.024,-0.4544,-0.5216,0.0129,-0.1707,0.2444,-0.0714,-0.2974,0.0437,0.2258,-0.4359,327,0,327,0,2.1612,559.8915,0.161,7.3727,31,0,1.791,,,,,,,,38,14,0.057688,40,23,0,0.044,21.266,0,0,1.085,0.568,0.591,0.242,0.165,-156.465,23.284,-36.179,-1.948,0,338,21952.36665,13.50596,1625.38354,14.833664,39,16588.31105,24.5043,676.95496,14.789037,36,8247.01754,11.94016,690.69562,14.957153,1.131,0.0,3.0,0.0,1.0,0,-0.168117,-0.044627,-0.123489,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,311.84876934418,46.83099478595,203.59391820431,-6.94376133434,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,3607725941130742528,1.0,3607725941130742528,15657.32,284.08,7.905373,0.025689,15533.02,302.55,7.951802,0.03517,103.84148052473832,2.617646824164879,3.1502163407002124,13344.77086888759,8.342501031699287,-0.04711137210571792,3.402409359169274,5,2,,,,
151,583,HS1249p0426_a_2001_06_20T00_22_13_all.dat.gz,44.46693651917826,2.850297110470024,3.955660845106277,11170.981904961058,8.369505927816064,473,378,0.290059,51.568934,HS1249+0426,193.06320833,4.1785833333,1636148068921376768,Gaia DR3 3705386281897262848,3705386281897262848,1625918415,2016.0,193.06327161486,0.0437,4.17863341467,0.0304,14.5934,0.0548,266.5222,12.567,9.34,0.068,8.408,0.07,-0.5494,-0.0872,0.0883,0.1228,0.1316,0.033,0.0106,-0.2272,0.2655,-0.5753,396,0,392,4,1.3262,462.7713,0.13,1.676,31,0,1.744,,,,,,,,45,16,0.119994,53,7,0,0.101,137.255,0,0,1.047,0.078,0.651,0.197,0.179,159.371,31.193,57.75,-44.173,0,444,7283.56712,6.90456,1054.89233,16.031507,50,5209.95426,17.42319,299.02408,16.046457,48,3060.76433,11.7477,260.5416,16.033321,1.136,0.0,2.0,0.0,1.0,0,0.013136,0.01495,-0.001814,,,,,,,,,,,,,,,,,,,,,VARIABLE,303.45316678913,67.04955839725,190.37322296271,9.00513095416,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,3705386281897262848,1.0,3705386281897262848,11662.53,170.91,8.063404,0.027387,11558.64,175.24,7.976268,0.032337,81.07596657666188,2.131299779856839,6.852034636236946,10942.001443572342,7.255206631206263,36.60903005748362,3.5590212656812796,2,6,7.859051699011662e+16,6257494392794409.0,7.800441745975013e+16,4556997558132572.0
152,585,WD0032m177_a_2002_09_18T03_30_10_all.dat.gz,2.2676034950536006,4.556359463426439,4.371385632347509,13988.451005924182,7.499601973091218,692,516,2.09529,98.87843,WD0032-177,8.8554166667,-17.511361111,1636148068921376768,Gaia DR3 2364311331022888704,2364311331022888704,575659700,2016.0,8.85601966256,0.0572,-17.51145093891,0.0412,8.7098,0.0643,135.5229,131.583,130.376,0.067,-17.782,0.06,0.1938,0.5334,0.1645,-0.0489,-0.0086,-0.0636,0.0202,0.1432,0.0191,0.2257,214,0,213,1,-0.1824,238.6472,0.092,0.4765,31,0,1.798,,,,,,,,25,14,0.09926,32,7,0,0.039,53.879,0,0,0.989,0.342,0.29,0.27,0.567,-47.375,-31.812,50.784,17.392,0,249,5434.64836,4.84331,1122.09448,16.349438,32,4122.73599,13.89476,296.71155,16.300579,30,1998.43123,10.43327,191.54413,16.496172,1.126,0.0,2.0,0.0,1.0,0,-0.195593,-0.048859,-0.146734,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,101.07622637751,-79.69711235126,0.91278010404,-19.54017469272,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,2364311331022888704,1.0,2364311331022888704,16527.23,489.74,7.932944,0.04688,16539.84,614.55,8.008983,0.068877,2.6020866985428204,4.505394992597021,3.5542453160493017,11863.371861060545,7.999995210968679,0.3344832034892198,6.407729363766387,6,3,,,,
