,Unnamed: 0.1,filename,radial_velocity_reference,e_radial_velocity_reference,redchi_reference,teff,logg,Unnamed: 0,cntr_01,dist_x,pang_x,name,ra,dec,solution_id,designation,source_id,random_index,ref_epoch,ra.1,ra_error,dec.1,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,GaiaDR3,PDA,GaiaEDR3,TeffH,e_TeffH,loggH,e_loggH,TeffHe,e_TeffHe,loggHe,e_loggHe,radial_velocity_observed,e_radial_velocity_observed,redchi_observed,teff_corv,logg_corv,stark_velocity,e_stark_velocity,teff_bin,logg_bin,N,e_N,Hdensity,e_Hdensity
40,206,WD2051p095_a_2000_06_10T09_09_21_all.dat.gz,-20.017171411330526,2.6821713042797324,8.187555831167481,13265.184954899343,7.2598149153329,2290,1217,1.878691,-2.630968,WD2051+095,313.42966667,9.68775,1636148068921376768,Gaia DR3 1750545141328217984,1750545141328217984,1155562054,2016.0,313.42964236858,0.036,9.68827130857,0.027,10.1719,0.0462,220.0873,117.229,-4.742,0.049,117.133,0.035,0.0331,0.0583,0.0521,-0.1226,0.0596,-0.0928,-0.2344,-0.3276,-0.137,-0.0466,320,0,319,1,-1.5349,323.894,0.0,0.0,31,0,1.788,,,,,,,,36,17,0.069095,39,15,0,0.028,177.948,0,0,0.938,0.156,0.296,0.111,0.497,-6.134,0.689,0.509,23.639,0,339,6696.3698,5.4251,1234.33044,16.122768,37,5011.11755,10.36858,483.29852,16.088705,35,2545.24568,10.30059,247.09709,16.233572,1.128,0.0,2.0,0.0,1.0,0,-0.144867,-0.034063,-0.110804,,,,,,,,,,,,,,,,,,,,,VARIABLE,56.96002279796,-21.68168798435,318.96296904652,26.04992278084,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,1750545141328217984,1.0,1750545141328217984,15082.3,337.62,7.880268,0.034861,14858.42,331.41,7.901031,0.044187,-4.46588763228652,2.836587228183242,5.098937194700873,12901.213295819394,7.939874376920866,15.551283779044006,3.9038788414337255,4,2,7.902843519391717e+16,1.5145685191378908e+16,7.30708894257523e+16,1.185880909251555e+16
41,213,WD2018m233_b_2001_07_27T02_31_17_all.dat.gz,-1.635858554412948,2.427346066439348,4.197012329929154,13429.24113799864,7.368345846916427,2258,1198,1.058176,120.803456,WD2018-233,305.36979167,-23.141861111,1636148068921376768,Gaia DR3 6849796229451135104,6849796229451135104,1234026440,2016.0,305.37006623507,0.0291,-23.1420116348,0.0216,17.2988,0.0373,463.8088,67.731,57.104,0.036,-36.423,0.027,0.227,0.1885,-0.1743,-0.2364,-0.191,-0.0666,0.1125,-0.4726,-0.2846,0.3497,317,0,317,0,1.2945,469.9352,0.155,5.2415,31,0,1.788,,,,,,,,36,19,0.054892,40,10,0,0.054,72.507,0,0,1.051,0.202,0.406,0.302,0.481,-74.039,-21.337,-42.791,34.817,0,312,16811.77111,11.65866,1441.9989,15.123333,35,12668.22226,19.51099,649.28638,15.081753,32,6372.67924,14.17181,449.67294,15.23709,1.133,0.0,2.0,0.0,0.0,0,-0.155337,-0.04158,-0.113757,,,,,,,,,,,,,,,,,,,,,VARIABLE,20.37252945284,-29.50665727939,302.22962448874,-3.57308441682,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,6849796229451135104,1.0,6849796229451135104,15314.99,280.3,8.01773,0.025103,15017.84,281.05,8.037574,0.032944,-0.717807078140961,2.568012578132732,5.283158837125916,12547.637963934934,8.219646406216087,0.918051476271987,3.533652151486687,4,6,,,,
43,221,HS2059p0208_b_2002_09_22T00_37_50_all.dat.gz,17.98255310392618,4.357963134573825,4.204994301333795,13499.903151465822,7.67498190235872,552,423,0.598521,46.957832,HS2059+0208,315.449,2.341,1636148068921376768,Gaia DR3 1730310347805122816,1730310347805122816,1657292061,2016.0,315.44912160977,0.0535,2.3411134756,0.0297,7.327,0.0618,118.4829,34.484,24.036,0.068,24.728,0.049,-0.0727,0.031,-0.3315,0.1035,0.1385,0.0935,-0.1586,-0.1172,-0.1871,0.0981,373,0,366,7,1.2512,456.5188,0.143,1.3512,31,0,1.804,,,,,,,,43,16,0.09656,47,16,0,0.051,0.531,1,0,1.046,0.374,0.505,0.369,0.596,11.96,1.94,9.177,18.524,0,392,4469.73563,3.31389,1348.7887,16.561663,40,3400.23186,14.89582,228.2675,16.509771,41,1640.73254,10.28068,159.59372,16.7103,1.128,0.0,2.0,0.0,1.0,0,-0.200529,-0.051891,-0.148638,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,51.43640610853,-27.40889054718,318.63965013682,18.43945809606,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,1730310347805122816,1.0,1730310347805122816,17066.3,614.47,7.847835,0.056365,17371.32,809.1,7.958184,0.081399,7.32956995544856,4.273899028938061,4.502935871521604,11112.482991473586,8.351902827559305,-10.65298314847762,6.103937711990696,6,2,,,,
44,227,WD2248m504_b_2002_05_22T09_54_15_all.dat.gz,-13.350651214480504,3.456541228534366,4.436249534614743,12537.259398690076,7.499919909328206,2433,1305,2.960865,121.009372,WD2248-504,342.75858333,-50.192111111,1636148068921376768,Gaia DR3 6514042654346344704,6514042654346344704,276337311,2016.0,342.75968440434,0.0184,-50.19253482057,0.0216,15.9413,0.0273,584.5645,185.692,160.16,0.022,-93.97,0.024,0.074,0.059,-0.1875,-0.0036,-0.1997,0.038,-0.34,-0.1585,-0.0642,0.0696,420,0,419,1,-0.5515,544.2037,0.121,3.6184,31,0,1.787,,,,,,,,48,22,0.034813,48,24,0,0.04,173.018,0,0,0.98,0.19,0.148,0.043,0.123,-124.148,-70.589,-1.251,17.471,0,416,17415.39466,10.68803,1629.43054,15.085033,47,13209.3537,24.56986,537.62421,15.036338,43,6565.9896,9.31181,705.12482,15.204645,1.136,0.0,0.0,0.0,0.0,0,-0.168307,-0.048696,-0.119612,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,339.60769771416,-57.48310772131,321.88689123081,-39.00097109839,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,6514042654346344704,0.98,6514042654346344704,15675.76,292.02,7.897577,0.025148,15583.93,312.99,7.947539,0.034977,-26.101765474663324,3.2758472946064696,2.749732677447993,12115.31699193464,7.333174280679444,-12.75111426018282,4.762231909739213,5,2,,,,
45,229,WD0406p169_a_2003_02_04T02_25_47_all.dat.gz,110.18958764047802,2.413650768917499,4.227048065789307,13499.971216270322,7.585256442327196,893,695,1.869833,101.132318,WD0406+169,62.370416667,17.131777778,1636148068921376768,Gaia DR3 45980377978968064,45980377978968064,825441589,2016.0,62.37094995378,0.0457,17.13167749429,0.0261,19.9856,0.0479,416.8662,113.29,111.075,0.059,-22.292,0.038,0.0865,-0.2923,-0.4801,0.1931,-0.097,0.0976,0.0786,0.3973,-0.1377,0.0264,192,0,192,0,1.2605,272.4072,0.131,2.4285,31,0,1.784,,,,,,,,22,14,0.086465,24,9,0,0.027,109.939,0,0,1.064,0.086,0.418,0.142,0.434,-154.338,-5.931,-35.958,32.415,0,207,13568.86947,12.60668,1076.32361,15.356008,22,10181.4827,15.59774,652.75354,15.319015,21,5174.006,15.90759,325.25388,15.463328,1.132,0.0,0.0,0.0,1.0,0,-0.144314,-0.036993,-0.107321,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,176.06196524143,-24.70253448808,63.63086615832,-3.81411713753,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,45980377978968064,0.99,45980377978968064,15424.96,282.59,8.37154,0.022604,14697.05,276.01,8.353025,0.029559,120.26569878144996,2.882815295186269,3.170189851658044,13724.581030170892,8.380309782705988,10.076111140971932,3.75983165320682,4,8,6.4615884905403896e+16,1.740316831128736e+16,6.579167063236231e+16,1.740937441031319e+16
46,232,WD2007m219_b_2000_08_05T06_40_56_all.dat.gz,-15.063820735327852,1.3653049694346835,3.4127800665361776,9282.305609279085,7.920734777191211,2242,1192,5.355425,162.186492,WD2007-219,302.573,-21.779388889,1636148068921376768,Gaia DR3 6853784501721502720,6853784501721502720,234240550,2016.0,302.57349007833,0.0183,-21.7808051858,0.0129,37.1593,0.0208,1782.9785,334.438,101.155,0.023,-318.774,0.015,0.2216,0.087,-0.3069,-0.0974,-0.1875,-0.0386,0.2116,-0.304,-0.2463,0.2595,323,0,323,0,-1.7985,339.1529,0.0,0.0,31,0,1.711,,,,,,,,37,18,0.03363,37,10,0,0.038,65.669,0,0,0.929,0.146,0.41,0.24,0.457,-61.029,-17.026,-36.284,33.3,0,313,33561.22647,16.63108,2017.98181,14.372772,35,22932.74693,26.39507,868.82709,14.437402,31,15603.75709,14.91215,1046.37903,14.264823,1.148,0.0,1.0,0.0,0.0,0,0.172579,0.06463,0.107949,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,20.83232888148,-26.61410296719,300.01051582248,-1.67104401024,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,6853784501721502720,0.99,6853784501721502720,9719.5,79.46,7.967409,0.02001,9548.98,82.79,7.873748,0.019673,-2.5000375057843014,1.2896039557475454,4.483301242371169,9591.5829670807,7.978111120901217,12.56378322954355,1.8780670973750537,1,4,1.9386443341319344e+16,2643794620810694.0,2.020321545568913e+16,2741633662527245.0
47,244,WD2151m307_b_2000_08_05T07_14_15_all.dat.gz,42.866306852982646,3.715560380650004,2.5628778126578475,26805.659683165013,8.77634448895394,2363,1255,0.472875,112.851459,WD2151-307,328.7225,-30.488527778,1636148068921376768,Gaia DR3 6616313457820826496,6616313457820826496,713971805,2016.0,328.72264046713,0.03,-30.48857878844,0.025,14.479,0.043,336.9411,29.509,26.231,0.042,-13.517,0.031,0.346,0.1298,-0.1518,-0.1254,0.1203,-0.0915,-0.5377,-0.5142,-0.196,0.2618,456,0,456,0,2.5486,1434.9983,0.272,26.2518,31,0,1.866,,,,,,,,52,20,0.062632,53,29,0,0.024,15.449,0,0,1.085,0.025,0.465,0.024,0.252,138.24,-22.368,-52.332,29.416,0,450,24790.60984,12.09094,2050.34546,14.701649,48,20313.06636,23.59239,861.00067,14.569103,46,8114.92753,15.60855,519.90283,14.974684,1.147,0.0,0.0,0.0,3.0,0,-0.405581,-0.132545,-0.273035,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,17.15476213425,-51.42200813898,320.26091784647,-16.71053782281,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,6616313457820826496,1.0,6616313457820826496,28272.57,661.06,8.25484,0.034516,35030.94,1014.64,8.378614,0.030989,66.33043530748485,3.708211426496167,2.522408658954101,29302.922642083988,8.042582778380805,23.4641284545022,5.249401958876148,8,7,2.6064291765284707e+17,6288330275239225.0,2.624391316534333e+17,7859685763993834.0
48,246,WD2020m425_b_2000_08_05T06_52_07_all.dat.gz,22.376855571703675,8.468997765937914,2.7337740377046376,32877.79760857252,8.500025791995835,2262,1201,0.362836,-13.995421,WD2020-425,305.99795833,-42.407166667,1636148068921376768,Gaia DR3 6679362959252072832,6679362959252072832,753708231,2016.0,305.99792531825,0.0342,-42.4070688711,0.0254,10.1219,0.0471,214.6889,25.167,-3.362,0.042,24.941,0.036,-0.054,0.3903,-0.0036,-0.2308,-0.2457,-0.0233,0.1986,-0.3446,-0.2837,0.2003,299,0,294,5,0.9824,697.4726,0.243,15.8641,31,0,1.85,,,,,,,,34,18,0.062563,35,7,0,0.03,48.846,1,0,1.04,0.359,0.241,0.233,0.656,-38.497,-11.647,55.277,25.526,0,305,22007.99517,15.10705,1456.80261,14.830915,33,17814.76706,21.19824,840.38879,14.711592,33,7420.34934,12.67513,585.42566,15.071835,1.147,1.0,0.0,0.0,1.0,0,-0.360243,-0.119324,-0.240919,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,358.36017993886,-34.45365077339,297.99613873154,-22.40328940482,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,6679362959252072832,1.0,6679362959252072832,24833.75,539.67,7.653595,0.003391,29434.76,791.71,7.759585,0.033435,93.5597961818982,4.764008976683272,2.7990701217442564,30211.666300725552,8.381054985643313,71.18294061019452,9.716980224811625,8,1,3.022750925197707e+17,1.0238865615284108e+16,3.0379886543092755e+17,9326891115897246.0
49,250,WD1425m811_a_2002_04_22T04_42_19_all.dat.gz,15.322920994838643,1.9614214979040776,3.154274888148344,15499.7518664316,7.172497165231927,1525,1040,6.740874,-158.377792,WD1425-811,218.28183333,-81.33725,1636148068921376768,Gaia DR3 5772718006135360128,5772718006135360128,1533990682,2016.0,218.27725146024,0.0121,-81.33899067922,0.0121,47.8778,0.0145,3304.406,419.474,-154.798,0.015,-389.867,0.016,0.0564,-0.0877,-0.14,-0.0318,-0.0247,0.001,-0.0101,-0.0478,0.2857,0.0846,380,0,379,1,0.4434,702.2676,0.105,9.5608,31,0,1.754,,,,,,,,43,26,0.022172,49,18,0,0.019,63.932,0,0,1.015,0.058,0.067,0.054,0.124,164.329,-47.036,-41.174,34.854,0,420,80401.78009,42.09673,1909.92932,13.424203,48,58065.69482,58.281,996.30579,13.428743,48,33028.27234,23.22795,1421.91956,13.450681,1.133,0.0,2.0,0.0,20.0,0,-0.021937,0.00454,-0.026478,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,306.85766948854,-19.25271550568,256.13190168828,-60.44856638866,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,5772718006135360128,0.99,5772718006135360128,12146.34,138.9,8.113354,0.01424,12001.03,129.08,8.035528,0.018519,25.143230470474844,1.7501808480788927,5.202649291328897,12128.589714976726,8.238359515965373,9.8203094756362,2.6287463349327616,3,7,2.438701707936464e+16,5418990545264039.0,2.5325835797846896e+16,5059872540160707.0
50,252,WD1130m125_b_2000_05_19T01_09_05_all.dat.gz,73.28218083614767,2.2297895900725777,4.398218292664198,12500.113343646412,7.202713332462026,1274,903,1.644656,-108.937693,WD1130-125,173.33079167,-12.816944444,1636148068921376768,Gaia DR3 3586028453547223552,3586028453547223552,791382086,2016.0,173.33034850711,0.0263,-12.81709270928,0.0224,20.266,0.0345,586.6563,107.574,-101.237,0.042,-36.378,0.028,-0.2758,0.0632,0.2914,0.1711,-0.1509,0.2893,0.3241,0.0041,-0.2166,-0.0711,504,0,503,1,0.7952,627.4199,0.101,2.0515,31,0,1.77,,,,,,,,58,18,0.05946,65,9,0,0.043,104.2,0,0,1.025,0.204,0.537,0.196,0.411,38.681,33.183,-58.839,-34.782,0,538,11912.08331,7.83209,1520.93311,15.497397,61,8801.51735,15.49482,568.0296,15.477148,58,4687.19996,9.38455,499.45941,15.570612,1.132,0.0,1.0,0.0,0.0,0,-0.093464,-0.020249,-0.073215,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,275.06471395992,45.78544335802,179.07347416051,-14.39362437143,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,3586028453547223552,0.99,3586028453547223552,14078.26,229.62,8.386936,0.01659,13441.05,192.27,8.338773,0.022562,90.847874219942,2.666957920078133,4.424050415164126,13385.475703160491,7.888578155472738,17.565693383794326,3.4762948901759634,3,8,6.88489258464494e+16,1.1749066847579132e+16,7.056050535820304e+16,9878516816204976.0
51,259,HE0410m1137_a_2002_03_01T01_25_00_all.dat.gz,83.70309173099197,3.11979001820157,4.812138759955074,10791.248165197356,8.222506544369898,137,112,2.176022,26.875255,HE0410-1137,63.120916667,-11.501638889,1636148068921376768,Gaia DR3 3189613692364776576,3189613692364776576,126111132,2016.0,63.12119550747,0.0331,-11.50109972326,0.0292,9.4976,0.0452,210.0463,133.623,60.943,0.041,118.916,0.039,-0.185,0.2662,0.3088,-0.0547,-0.3165,-0.0893,0.2696,0.234,-0.1628,-0.127,356,0,355,1,2.3007,455.5159,0.156,2.6122,31,0,1.746,,,,,,,,40,19,0.061412,45,8,0,0.032,155.48,0,0,1.087,0.293,0.208,0.126,0.595,-61.022,20.933,-55.58,28.157,0,397,8117.42541,5.27157,1539.84827,15.913821,39,5728.93284,16.39581,349.41437,15.943357,43,3317.45404,30.8799,107.43085,15.945883,1.114,0.0,1.0,0.0,3.0,0,-0.002525,0.029536,-0.032062,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,204.7608591269,-40.42455485667,58.48815551934,-32.0468670392,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,3189613692364776576,1.0,3189613692364776576,10986.29,210.18,7.28733,0.034751,11039.83,219.79,7.25143,0.040099,67.30414609702177,2.634505419449468,4.459139949665392,10896.207284765756,8.082015233997268,-16.3989456339702,4.083345266173162,2,1,,,,
52,263,WD2240m017_a_2000_06_10T09_41_34_all.dat.gz,-1.897463003364485,1.8046481688160096,4.159616462028999,8328.94112600318,7.183665953931093,2420,1296,3.825478,-143.157494,WD2240-017,340.769875,-1.4648611111,1636148068921376768,Gaia DR3 2652784694950778624,2652784694950778624,266279052,2016.0,340.7692376183,0.0486,-1.4657115219,0.0407,18.2104,0.0531,342.8534,242.304,-144.913,0.061,-194.195,0.051,0.0629,0.2137,0.2091,-0.2298,-0.0979,-0.1682,0.019,-0.1484,-0.3232,0.1338,176,0,175,1,-1.7511,145.3911,0.0,0.0,31,0,1.695,,,,,,,,20,15,0.086574,20,7,0,0.046,153.901,0,0,0.905,0.181,0.181,0.307,0.865,-74.818,-22.282,-53.143,24.105,0,176,6370.31561,5.13333,1240.9707,16.176964,18,4298.54859,23.1273,185.86467,16.255238,17,3094.28315,14.07008,219.91942,16.021496,1.161,0.0,1.0,0.0,0.0,0,0.233742,0.078274,0.155468,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,67.31616781515,-49.94488086394,341.69409634078,6.1715836914,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,2652784694950778624,1.0,2652784694950778624,9167.21,131.46,8.000081,0.038173,9000.44,132.78,7.921944,0.038037,-2.556534760324724,1.8890302975823616,4.406343771124069,8877.905158822183,7.240939940559079,-0.6590717569602391,2.6125065508807976,1,5,,,,
53,270,WD1501p032_b_2001_02_10T08_12_40_all.dat.gz,-54.64192763755505,2.7781070254131777,4.1754135018305245,13002.63619278559,7.225712698692724,1562,1059,1.867293,-38.413386,WD1501+032,226.09933333,3.0423333333,1636148068921376768,Gaia DR3 1154004081179409920,1154004081179409920,622512486,2016.0,226.09901059543,0.0343,3.04273975379,0.0309,15.0065,0.0399,376.5029,112.446,-68.703,0.041,89.016,0.037,0.0081,-0.2295,0.1068,-0.0544,-0.2793,-0.0318,0.0452,-0.0521,0.0112,-0.1525,200,0,200,0,0.5484,251.0824,0.118,1.6148,31,0,1.779,,,,,,,,23,16,0.058815,23,8,0,0.033,50.85,0,0,1.026,0.329,0.136,0.358,0.843,-95.817,9.021,-14.321,-29.504,0,200,11387.84074,11.4126,997.83032,15.546264,22,8515.89019,22.51287,378.2677,15.512967,21,4351.44299,12.14983,358.14844,15.651312,1.13,0.0,0.0,0.0,0.0,0,-0.138345,-0.033297,-0.105048,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,1.5712143415,50.13246420954,222.70328910471,19.56710468746,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,1154004081179409920,0.99,1154004081179409920,15063.72,297.76,8.067877,0.027111,14771.35,295.73,8.081554,0.035051,-36.949138822852376,3.298837846741176,3.6744932418519114,13670.525302225951,7.969888889797206,17.692788814702674,4.312796051721205,4,6,8.669031138844755e+16,1.3658747776440898e+16,8.722330455347573e+16,1.2408378480398234e+16
54,271,WD1609p044_b_2001_07_27T00_21_43_all.dat.gz,53.20823451261916,2.86988936352331,2.2372556110844446,26200.71100924972,8.622325735515265,1642,1101,0.545869,-123.215426,WD1609+044,242.95445833,4.3271944444,1636148068921376768,Gaia DR3 4437271867601913472,4437271867601913472,606337513,2016.0,242.95433111101,0.0342,4.32711138312,0.036,8.5696,0.0441,194.1081,30.321,-24.764,0.043,-17.495,0.041,-0.2482,-0.0209,0.2262,-0.2093,-0.2978,-0.2242,0.6527,0.0557,-0.2854,-0.2494,328,9,328,0,1.9216,784.3431,0.274,15.2775,31,0,1.863,,,,,,,,37,17,0.069912,43,9,0,0.046,12.263,0,0,1.075,,,,,,,,,0,364,15957.78949,11.82549,1349.44043,15.179935,42,13065.03525,22.75847,574.07349,15.048265,40,5231.11803,10.8816,480.73077,15.451409,1.147,0.0,1.0,0.0,1.0,0,-0.403144,-0.13167,-0.271474,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,16.57262192386,37.13683836086,239.98386557757,24.99205512011,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,4437271867601913472,1.0,4437271867601913472,30358.05,882.95,7.910958,0.046543,37846.36,1146.71,8.03713,0.038995,89.70842474134945,2.866374348438846,2.3825952106258725,30066.87343854778,7.654575234958277,36.50019022873029,4.056151730920879,8,3,2.8197873745067654e+17,4590234252728306.0,2.8191491829879386e+17,4352680236744016.5
55,272,HE0049m0940_b_2002_09_27T06_27_23_all.dat.gz,19.973591400336584,1.597157888046036,3.843314002221972,12999.950122339302,7.118126336028362,21,12,1.720206,79.689464,HE0049-0940,13.064,-9.4052222222,1636148068921376768,Gaia DR3 2473843786029439104,2473843786029439104,1663189427,2016.0,13.06447652463,0.0327,-9.40513669748,0.0213,15.567,0.0409,380.2177,107.803,106.114,0.046,19.006,0.044,0.4067,0.1939,0.0779,-0.0773,0.0541,0.0114,0.197,0.0678,-0.1628,0.3745,371,0,363,8,0.38,440.7385,0.124,2.7734,31,0,1.765,,,,,,,,42,18,0.07246,46,7,0,0.066,175.912,0,0,1.013,0.092,0.562,0.027,0.091,-13.021,-22.43,15.611,18.512,0,399,13043.79137,9.42829,1383.47351,15.398857,40,9605.44903,20.09228,478.06674,15.382248,37,5173.94377,10.82884,477.79294,15.463342,1.133,0.0,2.0,0.0,1.0,0,-0.081094,-0.016609,-0.064485,,,,,,,,,,,,,,,,,,,,,VARIABLE,123.59624903706,-72.27582899244,8.26534373352,-13.80614774016,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,2473843786029439104,1.0,2473843786029439104,13348.41,199.87,7.873426,0.021415,13221.33,190.67,7.858512,0.028466,30.05922728120905,1.861282144886566,3.643465096560575,13612.049943114116,7.698376925835077,10.085635880872466,2.452607702471231,3,2,3.810896423869095e+16,6799963123108148.0,3.901993494766141e+16,6018671369536076.0
56,279,WD1609p044_a_2001_06_29T01_31_09_all.dat.gz,47.18934914893199,2.859504387950782,2.386269977996284,25833.43340598607,8.62476053836207,1640,1100,0.545869,-123.215426,WD1609+044,242.95445833,4.3271944444,1636148068921376768,Gaia DR3 4437271867601913472,4437271867601913472,606337513,2016.0,242.95433111101,0.0342,4.32711138312,0.036,8.5696,0.0441,194.1081,30.321,-24.764,0.043,-17.495,0.041,-0.2482,-0.0209,0.2262,-0.2093,-0.2978,-0.2242,0.6527,0.0557,-0.2854,-0.2494,328,9,328,0,1.9216,784.3431,0.274,15.2775,31,0,1.863,,,,,,,,37,17,0.069912,43,9,0,0.046,12.263,0,0,1.075,,,,,,,,,0,364,15957.78949,11.82549,1349.44043,15.179935,42,13065.03525,22.75847,574.07349,15.048265,40,5231.11803,10.8816,480.73077,15.451409,1.147,0.0,1.0,0.0,1.0,0,-0.403144,-0.13167,-0.271474,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,16.57262192386,37.13683836086,239.98386557757,24.99205512011,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,4437271867601913472,1.0,4437271867601913472,30358.05,882.95,7.910958,0.046543,37846.36,1146.71,8.03713,0.038995,57.59699858086477,3.002413033462332,1.9168863557967573,29934.19003535725,7.643981962740109,10.407649431932782,4.14623315410678,8,3,2.5052616782178416e+17,4860801879602358.0,2.5021848504774368e+17,3485624319106607.5
