,filename,radial_velocity,e_radial_velocity,redchi,teff,logg,Unnamed: 0,cntr_01,dist_x,pang_x,name,ra,dec,solution_id,designation,source_id,random_index,ref_epoch,ra.1,ra_error,dec.1,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,GaiaDR3,PDA,GaiaEDR3,TeffH,e_TeffH,loggH,e_loggH,TeffHe,e_TeffHe,loggHe,e_loggHe
362,WD1015p161_a_2002_02_17T06_39_20_all.dat.gz,55.313778071185766,2.866042578863816,3.21742516846841,16925.25314865406,8.584227945344422,1165,836,2.141149,-121.943155,WD1015+161,154.51595833,15.866277778,1636148068921376768,Gaia DR3 3888723386196630784,3888723386196630784,568379443,2016.0,154.51543364071,0.0409,15.8659631012,0.0364,11.3617,0.0467,243.3492,130.667,-111.163,0.052,-68.679,0.042,-0.1376,0.0248,-0.2865,-0.0974,-0.0828,-0.0895,-0.4305,0.3213,-0.1775,-0.408,286,0,286,0,2.6623,481.4989,0.236,7.4388,31,0,1.817,,,,,,,,32,15,0.080095,34,21,0,0.069,11.09,0,0,1.113,0.339,0.382,0.147,0.561,21.774,29.8,30.204,-30.585,0,299,10425.199,6.14991,1695.17798,15.642156,32,8099.79754,14.27195,567.53253,15.567357,31,3786.06719,14.75968,256.51419,15.802424,1.14,0.0,1.0,0.0,2.0,0,-0.235067,-0.074799,-0.160269,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,222.50946055429,52.75795600632,150.63994365817,4.94492023813,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,3888723386196630784,1.0,3888723386196630784,18377.17,473.04,7.967938,0.036897,18712.18,631.48,8.089262,0.04875
363,WD1015p161_b_2002_02_22T04_59_16_all.dat.gz,63.84205431148664,2.075551786230811,9.41095521127746,16999.920335225226,8.636094256590866,1166,837,2.141149,-121.943155,WD1015+161,154.51595833,15.866277778,1636148068921376768,Gaia DR3 3888723386196630784,3888723386196630784,568379443,2016.0,154.51543364071,0.0409,15.8659631012,0.0364,11.3617,0.0467,243.3492,130.667,-111.163,0.052,-68.679,0.042,-0.1376,0.0248,-0.2865,-0.0974,-0.0828,-0.0895,-0.4305,0.3213,-0.1775,-0.408,286,0,286,0,2.6623,481.4989,0.236,7.4388,31,0,1.817,,,,,,,,32,15,0.080095,34,21,0,0.069,11.09,0,0,1.113,0.339,0.382,0.147,0.561,21.774,29.8,30.204,-30.585,0,299,10425.199,6.14991,1695.17798,15.642156,32,8099.79754,14.27195,567.53253,15.567357,31,3786.06719,14.75968,256.51419,15.802424,1.14,0.0,1.0,0.0,2.0,0,-0.235067,-0.074799,-0.160269,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,222.50946055429,52.75795600632,150.63994365817,4.94492023813,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,3888723386196630784,1.0,3888723386196630784,18377.17,473.04,7.967938,0.036897,18712.18,631.48,8.089262,0.04875
364,WD1017m138_b_2003_01_17T05_10_26_all.dat.gz,36.23919907743912,3.770614819482113,1.9351860445790203,30987.54731644132,8.14054421101099,1168,839,0.755118,-75.387096,WD1017-138,154.96816667,-14.126194444,1636148068921376768,Gaia DR3 3753200224361795968,3753200224361795968,1099379709,2016.0,154.96795737105,0.0794,-14.12614152539,0.0757,9.7902,0.1043,93.833,48.84,-48.026,0.093,8.881,0.082,-0.1862,-0.5054,-0.1349,0.3514,0.072,0.2278,-0.0726,0.4282,-0.3674,-0.1546,168,0,168,0,15.3618,1811.1235,0.594,82.9438,31,0,1.864,,,,,,,,19,12,0.143554,23,8,0,0.034,175.355,0,0,1.959,0.442,0.228,0.284,0.816,-125.161,58.71,5.608,-24.943,0,200,28442.48693,23.76907,1196.61755,14.552448,23,23435.77128,49.56234,472.85443,14.413844,22,9445.31093,20.4529,461.80783,14.809855,1.156,0.0,1.0,0.0,1.0,0,-0.39601,-0.138604,-0.257406,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,256.48136710963,34.73846542363,162.36099540343,-22.77654406911,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,3753200224361795968,1.0,3753200224361795968,27156.14,669.52,7.600159,0.055836,33083.47,1046.06,7.713146,0.045239
365,WD1017p125_a_2001_01_15T05_29_38_all.dat.gz,-18.578644845278635,2.4339118700791413,4.781422264230727,13878.22250522758,8.40044877658179,1169,840,0.507115,-125.437477,WD1017+125,154.98295833,12.275416667,1636148068921376768,Gaia DR3 3883615188318129536,3883615188318129536,1695247775,2016.0,154.98284087473,0.047,12.27533499121,0.0444,9.3923,0.0521,180.4055,33.605,-26.96,0.061,-20.06,0.061,-0.2166,-0.1752,-0.1708,0.1913,-0.1833,0.2486,-0.4831,-0.1364,0.0295,-0.3551,187,0,187,0,3.1664,348.6905,0.213,4.118,31,0,1.827,,,,,,,,21,12,0.101242,24,12,0,0.15,13.136,0,0,1.169,0.196,0.237,0.323,0.782,-108.368,23.917,-9.164,-24.896,0,214,9327.95564,6.6401,1404.79236,15.7629,22,7357.74231,27.26588,269.85162,15.67168,20,3275.02891,13.36747,244.99997,15.959858,1.14,0.0,10.0,0.0,9.0,0,-0.288177,-0.09122,-0.196958,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,228.08550768003,51.57144567735,152.3601202486,1.75901948483,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,3883615188318129536,1.0,3883615188318129536,21170.18,676.3,7.946612,0.045196,23388.73,2088.96,8.093377,0.040847
366,WD1019p129_a_2001_01_15T07_58_54_all.dat.gz,45.69719684672106,2.4738651897718,3.692450917015282,13972.405185848676,8.119257415888109,1171,842,1.384611,-125.460925,WD1019+129,155.619875,12.699833333,1636148068921376768,Gaia DR3 3883746133280920448,3883746133280920448,611446461,2016.0,155.61955387134,0.0386,12.69961019983,0.0293,11.3628,0.0455,249.7825,88.01,-72.007,0.047,-50.604,0.038,0.0354,-0.3101,-0.0628,0.143,-0.2185,-0.0463,-0.052,0.2622,-0.4016,-0.0867,202,0,200,2,-1.0159,239.0657,0.111,1.4006,31,0,1.814,,,,,,,,23,14,0.066895,26,11,0,0.082,15.816,0,0,0.947,0.239,0.254,0.376,0.807,-103.013,4.941,-8.315,-25.195,0,223,10347.31606,8.51155,1215.67896,15.650297,25,7965.58356,18.55202,429.36465,15.585498,22,3710.77487,11.33758,327.29861,15.824234,1.128,0.0,0.0,0.0,0.0,0,-0.238736,-0.064799,-0.173937,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,227.95849506736,52.31999594237,152.78655120624,2.3793839243,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,3883746133280920448,1.0,3883746133280920448,18667.14,463.01,7.99662,0.035035,19328.41,613.59,8.13856,0.042624
367,WD1019p129_b_2001_01_30T08_22_13_all.dat.gz,54.61211175329464,2.1224490237097733,3.955276450598912,13999.93517468266,8.147556716697235,1172,843,1.384611,-125.460925,WD1019+129,155.619875,12.699833333,1636148068921376768,Gaia DR3 3883746133280920448,3883746133280920448,611446461,2016.0,155.61955387134,0.0386,12.69961019983,0.0293,11.3628,0.0455,249.7825,88.01,-72.007,0.047,-50.604,0.038,0.0354,-0.3101,-0.0628,0.143,-0.2185,-0.0463,-0.052,0.2622,-0.4016,-0.0867,202,0,200,2,-1.0159,239.0657,0.111,1.4006,31,0,1.814,,,,,,,,23,14,0.066895,26,11,0,0.082,15.816,0,0,0.947,0.239,0.254,0.376,0.807,-103.013,4.941,-8.315,-25.195,0,223,10347.31606,8.51155,1215.67896,15.650297,25,7965.58356,18.55202,429.36465,15.585498,22,3710.77487,11.33758,327.29861,15.824234,1.128,0.0,0.0,0.0,0.0,0,-0.238736,-0.064799,-0.173937,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,227.95849506736,52.31999594237,152.78655120624,2.3793839243,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,3883746133280920448,1.0,3883746133280920448,18667.14,463.01,7.99662,0.035035,19328.41,613.59,8.13856,0.042624
368,WD1020m207_a_2000_04_21T04_22_07_all.dat.gz,93.70709555098188,1.735237289055647,4.428638636586498,14385.27262966341,8.446636167766167,1173,844,1.265197,-107.148077,WD1020-207,155.68229167,-21.000388889,1636148068921376768,Gaia DR3 5667957225433304192,5667957225433304192,661233696,2016.0,155.68193195642,0.0353,-21.00049250902,0.0368,13.2268,0.0439,301.018,81.502,-77.972,0.046,-23.725,0.052,0.0064,-0.2675,-0.2776,0.0417,-0.2126,-0.0805,0.1152,0.1278,-0.311,-0.1267,183,0,183,0,2.2642,372.6405,0.216,7.2965,31,0,1.823,,,,,,,,21,14,0.074806,21,8,0,0.014,163.921,0,0,1.12,0.306,0.106,0.176,0.791,-86.112,68.562,-2.178,-23.859,0,181,17258.99171,14.64194,1178.73657,15.094829,18,13449.41388,19.15202,702.2453,15.016784,19,6124.16835,12.569,487.2438,15.280277,1.134,0.0,0.0,0.0,0.0,0,-0.263494,-0.078045,-0.185449,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,262.32879770179,29.90729728331,166.12329154411,-28.79834373818,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,5667957225433304192,1.0,5667957225433304192,19503.24,433.27,7.905303,0.031305,20397.49,561.12,8.054137,0.032646
369,WD1020m207_b_2000_05_17T00_04_41_all.dat.gz,95.40513098896687,2.1716578394960564,6.004928545605775,14544.849044848212,8.226883802483806,1174,845,1.265197,-107.148077,WD1020-207,155.68229167,-21.000388889,1636148068921376768,Gaia DR3 5667957225433304192,5667957225433304192,661233696,2016.0,155.68193195642,0.0353,-21.00049250902,0.0368,13.2268,0.0439,301.018,81.502,-77.972,0.046,-23.725,0.052,0.0064,-0.2675,-0.2776,0.0417,-0.2126,-0.0805,0.1152,0.1278,-0.311,-0.1267,183,0,183,0,2.2642,372.6405,0.216,7.2965,31,0,1.823,,,,,,,,21,14,0.074806,21,8,0,0.014,163.921,0,0,1.12,0.306,0.106,0.176,0.791,-86.112,68.562,-2.178,-23.859,0,181,17258.99171,14.64194,1178.73657,15.094829,18,13449.41388,19.15202,702.2453,15.016784,19,6124.16835,12.569,487.2438,15.280277,1.134,0.0,0.0,0.0,0.0,0,-0.263494,-0.078045,-0.185449,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,262.32879770179,29.90729728331,166.12329154411,-28.79834373818,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,5667957225433304192,1.0,5667957225433304192,19503.24,433.27,7.905303,0.031305,20397.49,561.12,8.054137,0.032646
370,WD1026p023_a_2001_04_10T05_06_36_all.dat.gz,34.926398335852625,1.1643879637537538,5.374684118599336,12499.984825470745,7.368667493367933,1182,849,2.090082,-125.677747,WD1026+023,157.290875,2.09825,1636148068921376768,Gaia DR3 3855631797052747136,3855631797052747136,944479448,2016.0,157.29040307401,0.0222,2.09791139167,0.0347,29.7599,0.0429,692.8981,126.131,-101.935,0.029,-74.284,0.03,-0.1602,-0.0441,0.0571,0.0222,-0.7831,-0.0877,0.0362,0.1291,-0.031,-0.4102,175,0,174,1,0.4725,254.3189,0.087,2.4522,31,0,1.759,,,,,,,,20,13,0.048966,20,7,0,0.135,23.117,0,0,1.024,0.486,0.297,0.743,0.83,-70.843,40.992,-9.597,-24.648,0,172,37403.92001,27.78483,1346.19946,14.255075,20,27298.26456,32.82191,831.70868,14.248204,19,15200.08082,24.52646,619.742,14.293281,1.136,0.0,0.0,0.0,0.0,0,-0.045076,-0.00687,-0.038206,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,243.11380698876,47.74305280848,158.21008611489,-6.88497240445,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,3855631797052747136,0.99,3855631797052747136,12610.93,192.09,8.004834,0.016436,12460.64,150.28,7.948132,0.022716
371,WD1026p023_b_2003_01_17T05_19_05_all.dat.gz,-11.830528169598864,1.3056202723536838,3.601690762256078,12560.909920016691,7.487926888576501,1184,851,2.090082,-125.677747,WD1026+023,157.290875,2.09825,1636148068921376768,Gaia DR3 3855631797052747136,3855631797052747136,944479448,2016.0,157.29040307401,0.0222,2.09791139167,0.0347,29.7599,0.0429,692.8981,126.131,-101.935,0.029,-74.284,0.03,-0.1602,-0.0441,0.0571,0.0222,-0.7831,-0.0877,0.0362,0.1291,-0.031,-0.4102,175,0,174,1,0.4725,254.3189,0.087,2.4522,31,0,1.759,,,,,,,,20,13,0.048966,20,7,0,0.135,23.117,0,0,1.024,0.486,0.297,0.743,0.83,-70.843,40.992,-9.597,-24.648,0,172,37403.92001,27.78483,1346.19946,14.255075,20,27298.26456,32.82191,831.70868,14.248204,19,15200.08082,24.52646,619.742,14.293281,1.136,0.0,0.0,0.0,0.0,0,-0.045076,-0.00687,-0.038206,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,243.11380698876,47.74305280848,158.21008611489,-6.88497240445,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,3855631797052747136,0.99,3855631797052747136,12610.93,192.09,8.004834,0.016436,12460.64,150.28,7.948132,0.022716
372,WD1031m114_a_2001_06_26T23_20_00_all.dat.gz,57.71641922346544,1.0431122790924618,2.539390311222326,15748.921183943614,8.625359680608097,1185,852,5.481524,-95.112842,WD1031-114,158.42816667,-11.693972222,1636148068921376768,Gaia DR3 3754712881779364992,3754712881779364992,1404045300,2016.0,158.42661793687,0.0433,-11.69410791229,0.0485,27.9943,0.0632,442.67,345.086,-343.949,0.067,-27.989,0.069,-0.1428,-0.1199,0.2027,0.0925,-0.4278,-0.1375,0.4203,0.4089,-0.5598,-0.3915,147,34,147,0,2.0286,1732.9219,0.32,71.1971,31,0,1.854,,,,,,,,17,10,0.116371,22,6,0,0.028,0.067,0,0,1.12,,,,,,,,,0,183,118884.10246,97.97393,1213.4259,12.999557,21,95730.22185,147.22984,650.20935,12.88592,21,39728.38077,25.26773,1572.29688,13.250143,1.139,0.0,0.0,0.0,0.0,0,-0.364223,-0.113638,-0.250586,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,257.67044997925,38.78462279543,164.66485117744,-19.21931940175,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,3754712881779364992,1.0,3754712881779364992,25386.71,519.45,7.936072,0.029971,30537.36,784.2,8.084349,0.027081
373,WD1031m114_b_2001_06_28T23_32_32_all.dat.gz,58.79838849326967,0.9536332372766624,2.3632411919393475,15321.184149130262,8.718732001235589,1186,853,5.481524,-95.112842,WD1031-114,158.42816667,-11.693972222,1636148068921376768,Gaia DR3 3754712881779364992,3754712881779364992,1404045300,2016.0,158.42661793687,0.0433,-11.69410791229,0.0485,27.9943,0.0632,442.67,345.086,-343.949,0.067,-27.989,0.069,-0.1428,-0.1199,0.2027,0.0925,-0.4278,-0.1375,0.4203,0.4089,-0.5598,-0.3915,147,34,147,0,2.0286,1732.9219,0.32,71.1971,31,0,1.854,,,,,,,,17,10,0.116371,22,6,0,0.028,0.067,0,0,1.12,,,,,,,,,0,183,118884.10246,97.97393,1213.4259,12.999557,21,95730.22185,147.22984,650.20935,12.88592,21,39728.38077,25.26773,1572.29688,13.250143,1.139,0.0,0.0,0.0,0.0,0,-0.364223,-0.113638,-0.250586,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,257.67044997925,38.78462279543,164.66485117744,-19.21931940175,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,3754712881779364992,1.0,3754712881779364992,25386.71,519.45,7.936072,0.029971,30537.36,784.2,8.084349,0.027081
374,WD1031p063_a_2001_04_10T05_19_16_all.dat.gz,62.31816108290991,3.693129531269815,6.536097374575435,12164.579576246011,8.85272078011284,1187,854,0.738,131.282665,WD1031+063,158.52220833,6.0465833333,1636148068921376768,Gaia DR3 3862040300575181184,3862040300575181184,483091727,2016.0,158.52236324184,0.0498,6.04644807957,0.0423,7.2686,0.0556,130.7914,44.58,34.174,0.066,-28.628,0.051,-0.124,-0.2267,0.0007,0.2473,0.0893,0.1879,-0.3073,0.2962,-0.3231,-0.0974,214,0,214,0,0.5017,271.9567,0.175,1.8873,31,0,1.822,,,,,,,,25,14,0.093135,25,10,0,0.077,12.297,0,0,1.023,0.145,0.174,0.21,0.878,-132.422,17.898,-7.954,-24.722,0,211,5700.97356,5.62919,1012.75287,16.297495,24,4425.81196,16.60563,266.52472,16.22356,23,2018.43046,10.42322,193.64754,16.485361,1.13,0.0,1.0,0.0,1.0,0,-0.261801,-0.073935,-0.187866,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,239.51478909446,51.15404656322,157.88956197167,-2.76205563307,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,3862040300575181184,1.0,3862040300575181184,19609.7,675.26,7.839307,0.052379,20667.83,887.13,7.992345,0.052491
375,WD1049m158_a_2002_04_23T03_03_42_all.dat.gz,86.25357992315837,1.749115634911348,8.189621600647438,18742.181074528573,8.19682569832467,1191,858,2.573226,-76.503655,WD1049-158,163.08554167,-16.1345,1636148068921376768,Gaia DR3 3557394009663078912,3557394009663078912,1194447961,2016.0,163.08481812553,0.0341,-16.13433317988,0.0299,25.8435,0.0433,596.5126,162.985,-158.81,0.042,36.655,0.045,-0.1009,-0.3193,-0.1726,0.3313,-0.084,0.1717,-0.1607,0.1904,-0.5507,-0.1772,161,0,160,1,1.2333,352.2182,0.199,11.2951,31,0,1.813,,,,,,,,19,13,0.070155,27,8,0,0.039,133.165,0,0,1.069,0.206,0.136,0.223,0.794,-72.762,18.784,-5.896,-24.825,0,225,32974.38424,22.30674,1478.2251,14.391925,25,25683.851,33.65115,763.23846,14.314392,24,11835.22072,21.02004,563.04462,14.564955,1.138,0.0,1.0,0.0,0.0,0,-0.250563,-0.077533,-0.17303,,,,,,,,,,,,,,,,,,,,,VARIABLE,265.6902728403,37.97782831447,170.97993040816,-21.4775296267,0,0,0,1,1,0,1,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,3557394009663078912,0.99,3557394009663078912,19295.08,398.37,8.374216,0.023894,19758.06,565.99,8.494931,0.0316
376,WD1049m158_b_2002_12_08T07_22_36_all.dat.gz,38.22776794838771,1.846284382075048,3.423956882148959,15980.95193422911,8.564980993436928,1192,859,2.573226,-76.503655,WD1049-158,163.08554167,-16.1345,1636148068921376768,Gaia DR3 3557394009663078912,3557394009663078912,1194447961,2016.0,163.08481812553,0.0341,-16.13433317988,0.0299,25.8435,0.0433,596.5126,162.985,-158.81,0.042,36.655,0.045,-0.1009,-0.3193,-0.1726,0.3313,-0.084,0.1717,-0.1607,0.1904,-0.5507,-0.1772,161,0,160,1,1.2333,352.2182,0.199,11.2951,31,0,1.813,,,,,,,,19,13,0.070155,27,8,0,0.039,133.165,0,0,1.069,0.206,0.136,0.223,0.794,-72.762,18.784,-5.896,-24.825,0,225,32974.38424,22.30674,1478.2251,14.391925,25,25683.851,33.65115,763.23846,14.314392,24,11835.22072,21.02004,563.04462,14.564955,1.138,0.0,1.0,0.0,0.0,0,-0.250563,-0.077533,-0.17303,,,,,,,,,,,,,,,,,,,,,VARIABLE,265.6902728403,37.97782831447,170.97993040816,-21.4775296267,0,0,0,1,1,0,1,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,3557394009663078912,0.99,3557394009663078912,19295.08,398.37,8.374216,0.023894,19758.06,565.99,8.494931,0.0316
377,WD1053m092_a_2000_06_07T23_42_29_all.dat.gz,46.3639817815307,3.2730663003711022,4.242294260479932,14554.839965538358,8.167188600871176,1193,860,0.323984,-165.141971,WD1053-092,163.93895833,-9.51625,1636148068921376768,Gaia DR3 3759722119317000448,3759722119317000448,1675414585,2016.0,163.93893493089,0.0607,-9.5163369865,0.048,5.3435,0.0651,82.1404,21.365,-4.373,0.081,-20.913,0.057,0.0917,-0.1622,0.0889,0.1727,-0.0118,0.1394,0.0404,0.2726,-0.173,0.174,184,0,184,0,1.3487,250.4471,0.149,0.9339,31,0,1.837,,,,,,,,22,15,0.115138,29,8,0,0.028,108.871,0,0,1.07,0.12,0.206,0.18,0.876,-71.095,-5.995,-5.548,-22.499,0,242,4354.40392,4.07241,1069.2439,16.590046,27,3443.62623,19.28072,178.60469,16.496002,27,1517.10474,11.12874,136.32309,16.795357,1.139,0.0,1.0,0.0,1.0,0,-0.299355,-0.094044,-0.205311,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,261.5205227516,43.85941582466,168.97948310595,-15.08319665737,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,3759722119317000448,1.0,3759722119317000448,21550.89,1022.73,7.704733,0.060084,25014.03,1914.41,7.842514,0.066883
378,WD1053m092_b_2000_06_10T23_51_31_all.dat.gz,42.31203406068372,3.018577976265796,3.526295951529044,12864.191700507285,8.776586485636416,1194,861,0.323984,-165.141971,WD1053-092,163.93895833,-9.51625,1636148068921376768,Gaia DR3 3759722119317000448,3759722119317000448,1675414585,2016.0,163.93893493089,0.0607,-9.5163369865,0.048,5.3435,0.0651,82.1404,21.365,-4.373,0.081,-20.913,0.057,0.0917,-0.1622,0.0889,0.1727,-0.0118,0.1394,0.0404,0.2726,-0.173,0.174,184,0,184,0,1.3487,250.4471,0.149,0.9339,31,0,1.837,,,,,,,,22,15,0.115138,29,8,0,0.028,108.871,0,0,1.07,0.12,0.206,0.18,0.876,-71.095,-5.995,-5.548,-22.499,0,242,4354.40392,4.07241,1069.2439,16.590046,27,3443.62623,19.28072,178.60469,16.496002,27,1517.10474,11.12874,136.32309,16.795357,1.139,0.0,1.0,0.0,1.0,0,-0.299355,-0.094044,-0.205311,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,261.5205227516,43.85941582466,168.97948310595,-15.08319665737,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,3759722119317000448,1.0,3759722119317000448,21550.89,1022.73,7.704733,0.060084,25014.03,1914.41,7.842514,0.066883
379,WD1053m290_a_2000_04_23T03_07_04_all.dat.gz,32.06447607382146,1.172681510777208,4.626713110878499,9644.905636632164,8.63694360740899,1195,862,2.53292,117.723923,WD1053-290,163.91645833,-29.331305556,1636148068921376768,Gaia DR3 5453248339973753216,5453248339973753216,1116129839,2016.0,163.91717273382,0.0223,-29.33163287188,0.0318,22.1752,0.0374,593.649,156.353,137.281,0.03,-74.833,0.039,-0.5041,-0.0376,-0.1681,0.1813,0.0638,0.2315,-0.0177,0.126,-0.2464,-0.3717,329,0,328,1,2.0893,430.5627,0.108,2.2358,31,0,1.723,,,,,,,,37,16,0.058513,50,15,0,0.007,5.039,0,0,1.082,0.057,0.561,0.175,0.448,90.312,62.622,-41.448,-24.562,0,412,14434.48123,7.57936,1904.44604,15.288864,48,10081.39034,16.01601,629.45691,15.329741,49,6421.01024,9.8041,654.93121,15.228888,1.143,0.0,0.0,0.0,0.0,0,0.100854,0.040877,0.059977,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,274.64165628442,27.1046875637,178.17262311489,-33.05945238159,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,5453248339973753216,0.99,5453248339973753216,10488.79,96.68,7.989799,0.021008,10351.06,103.01,7.889994,0.0224
