,filename,radial_velocity,e_radial_velocity,redchi,teff,logg,Unnamed: 0,cntr_01,dist_x,pang_x,name,ra,dec,solution_id,designation,source_id,random_index,ref_epoch,ra.1,ra_error,dec.1,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,GaiaDR3,PDA,GaiaEDR3,TeffH,e_TeffH,loggH,e_loggH,TeffHe,e_TeffHe,loggHe,e_loggHe
10,HE0130m2721_b_2002_09_27T07_32_41_all.dat.gz,27.3971496657008,2.84568047574915,3.685028672376712,14768.293168843911,8.452545473455913,31,18,1.082314,151.541569,HE0130-2721,23.287875,-27.095666667,1636148068921376768,Gaia DR3 5035978214034036480,5035978214034036480,328478599,2016.0,23.28803592493,0.0534,-27.09593098099,0.039,7.0929,0.066,107.3969,66.696,30.323,0.084,-59.404,0.039,0.0441,-0.0243,-0.0865,0.0397,0.0319,-0.1065,0.5443,0.1198,-0.101,-0.1661,480,0,477,3,3.6499,769.7687,0.339,8.0245,95,0,,1.7087,0.0104,-0.102,0.102,-0.041,-0.006,-0.098,55,18,0.11691,75,75,0,0.085,84.593,0,0,1.121,0.412,0.535,0.341,0.371,-174.41,-0.803,-55.417,7.275,0,636,5093.185,4.11693,1237.13257,16.419893,69,4071.35968,8.12923,500.82941,16.314194,70,1794.41906,7.06474,253.99631,16.613087,1.152,0.0,0.0,0.0,1.0,0,-0.298893,-0.1057,-0.193193,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,215.11451408448,-80.71998062089,9.83364875667,-33.91060110409,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,5035978214034036480,1.0,5035978214034036480,21420.23,605.39,7.996198,0.046425,23274.08,1755.54,8.129767,0.042862
11,HE0131p0149_a_2002_09_19T05_55_34_all.dat.gz,11.090178089442857,2.0871253820866604,5.243795169273436,12814.210854158498,7.626131087455951,32,19,1.183073,122.42109,HE0131+0149,23.618416667,2.0727777778,1636148068921376768,Gaia DR3 2558736322894795648,2558736322894795648,178531615,2016.0,23.61869425649,0.1085,2.07260158611,0.0649,20.9159,0.1402,149.1574,70.967,59.62,0.135,-38.493,0.066,0.4096,0.4168,0.1292,0.2337,0.0255,0.2252,-0.2394,-0.1608,0.321,0.2805,307,0,307,0,58.5408,7018.7754,0.731,169.4551,31,0,1.764,,,,,,,,35,15,0.190164,40,24,0,0.013,119.369,0,0,4.162,0.453,0.599,0.247,0.12,-27.057,-18.679,-25.509,6.398,0,327,25737.15608,16.57397,1552.86584,14.660966,38,18805.49398,23.37792,804.41254,14.65283,38,10393.04102,13.21599,786.39911,14.706038,1.134,0.0,1.0,0.0,0.0,0,-0.053208,-0.008136,-0.045073,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,144.17692403843,-59.01247466858,22.63156758382,-7.2432955489,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,2558736322894795648,1.0,2558736322894795648,12607.08,173.14,7.734844,0.019932,12631.45,152.17,7.74893,0.024498
12,HE0131p0149_b_2001_08_22T09_20_44_all.dat.gz,-13.20894426254822,1.6891682553048506,6.517371075669319,13500.001982581894,7.794180956638344,33,20,1.183073,122.42109,HE0131+0149,23.618416667,2.0727777778,1636148068921376768,Gaia DR3 2558736322894795648,2558736322894795648,178531615,2016.0,23.61869425649,0.1085,2.07260158611,0.0649,20.9159,0.1402,149.1574,70.967,59.62,0.135,-38.493,0.066,0.4096,0.4168,0.1292,0.2337,0.0255,0.2252,-0.2394,-0.1608,0.321,0.2805,307,0,307,0,58.5408,7018.7754,0.731,169.4551,31,0,1.764,,,,,,,,35,15,0.190164,40,24,0,0.013,119.369,0,0,4.162,0.453,0.599,0.247,0.12,-27.057,-18.679,-25.509,6.398,0,327,25737.15608,16.57397,1552.86584,14.660966,38,18805.49398,23.37792,804.41254,14.65283,38,10393.04102,13.21599,786.39911,14.706038,1.134,0.0,1.0,0.0,0.0,0,-0.053208,-0.008136,-0.045073,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,144.17692403843,-59.01247466858,22.63156758382,-7.2432955489,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,2558736322894795648,1.0,2558736322894795648,12607.08,173.14,7.734844,0.019932,12631.45,152.17,7.74893,0.024498
13,HE0152m5009_a_2002_09_15T09_00_08_all.dat.gz,49.14978782468856,1.8419051268524167,5.033397740215627,9999.942420481002,8.775299900799892,38,25,0.573542,11.64232,HE0152-5009,28.649625,-49.916666667,1636148068921376768,Gaia DR3 4940662032058418944,4940662032058418944,1751289483,2016.0,28.64967493053,0.0254,-49.91651062754,0.0332,11.4387,0.0351,325.466,36.138,8.794,0.032,35.051,0.046,-0.0884,0.1392,0.005,-0.0772,-0.1782,-0.0553,0.49,0.028,-0.2967,-0.0984,440,0,437,3,1.6892,534.6567,0.105,1.1033,31,0,1.757,,,,,,,,52,29,0.067414,66,17,0,0.02,45.334,0,0,1.057,0.175,0.158,0.078,0.209,-96.801,80.526,21.808,-20.355,0,502,6847.56231,4.29666,1593.69446,16.098526,61,4972.54517,10.57613,470.16669,16.097095,57,2764.96401,7.60197,363.71689,16.143671,1.13,0.0,2.0,0.0,3.0,0,-0.046576,-0.001431,-0.045145,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,279.19238207069,-64.19985046259,357.86198022165,-55.56561054916,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,4940662032058418944,1.0,4940662032058418944,12541.03,209.24,7.825144,0.021526,12506.46,175.51,7.784101,0.015128
14,HE0201m0513_a_2002_09_20T04_28_06_all.dat.gz,1.6947331023307146,3.553760756836107,3.426149418825116,13999.945078383487,8.374414792839833,40,27,3.888437,137.98867,HE0201-0513,30.9065,-4.9869166667,1636148068921376768,Gaia DR3 2491046298280035584,2491046298280035584,1700226185,2016.0,30.90722564883,0.0569,-4.98771921006,0.0426,5.5758,0.063,88.4983,240.928,159.72,0.078,-180.378,0.05,0.1796,-0.0608,-0.1165,0.1341,-0.0616,0.1633,-0.0318,0.102,0.227,0.0771,214,9,212,2,0.7771,298.4927,0.224,2.8935,31,0,1.844,,,,,,,,24,13,0.108341,27,13,0,0.087,78.851,0,0,1.037,,,,,,,,,0,234,6194.21576,4.80393,1289.40625,16.207401,26,4990.8653,27.75307,179.83107,16.093103,27,2091.00114,10.90862,191.68338,16.44701,1.143,0.0,3.0,0.0,1.0,0,-0.353907,-0.114298,-0.239609,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,163.97317507008,-61.96242006674,26.96693621959,-16.4579917479,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,2491046298280035584,1.0,2491046298280035584,25022.24,954.52,7.711246,0.064955,30064.42,1432.95,7.872837,0.061151
15,HE0204m3821_b_2002_09_10T08_42_02_all.dat.gz,29.14691992232534,1.899121284534537,4.400163613703756,13315.095697810655,7.63123835837596,48,31,0.970165,99.797482,HE0204-3821,31.698958333,-38.11775,1636148068921376768,Gaia DR3 4964509614631078272,4964509614631078272,68950474,2016.0,31.69929587634,0.024,-38.11779585767,0.0313,10.5611,0.0429,245.9398,60.248,59.353,0.027,-10.343,0.036,-0.3041,0.0084,0.1007,-0.1941,0.0328,-0.181,0.2557,0.114,-0.2429,-0.2647,629,0,622,7,2.4701,786.2354,0.157,2.5457,31,0,1.765,,,,,,,,71,31,0.053811,85,26,0,0.033,86.892,0,0,1.071,0.045,0.317,0.033,0.454,-27.618,66.935,-26.192,-30.621,0,713,5951.37945,3.14468,1892.52234,16.250822,33,4405.06203,13.62811,323.23358,16.228662,32,2512.58995,18.77758,133.80795,16.247591,1.162,0.0,2.0,0.0,1.0,0,-0.018929,-0.02216,0.003231,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,252.48831267328,-70.76046867993,11.29966409684,-46.95232136535,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,4964509614631078272,1.0,4964509614631078272,12027.72,289.38,7.749584,0.029763,11949.54,251.38,7.72209,0.034955
16,HE0204m4213_a_2002_09_15T09_13_55_all.dat.gz,23.99136551533456,2.955825289686397,3.9672088254483295,14042.073918230231,8.76368449935617,50,32,1.338184,-130.55554,HE0204-4213,31.707625,-41.990527778,1636148068921376768,Gaia DR3 4957085334163504512,4957085334163504512,1167511161,2016.0,31.70724501835,0.0302,-41.99076946271,0.0361,6.7167,0.0466,144.1684,82.461,-61.346,0.035,-55.105,0.043,-0.2294,-0.0077,-0.0367,-0.0282,0.0867,-0.0124,0.1414,0.1115,-0.2724,-0.2093,508,0,500,8,0.4458,629.6546,0.192,2.7391,31,0,1.831,,,,,,,,58,30,0.062071,68,21,0,0.015,90.666,0,0,1.014,0.097,0.267,0.124,0.381,-111.204,59.778,-9.282,-28.6,0,574,4980.16328,2.86196,1740.12488,16.444258,64,3985.09093,13.37603,297.92776,16.337446,60,1710.43224,8.6722,197.23161,16.665131,1.144,0.0,6.0,0.0,0.0,0,-0.327684,-0.106812,-0.220873,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,261.7728819331,-68.60307238228,8.30366450019,-50.2814273366,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,4957085334163504512,1.0,4957085334163504512,23061.44,778.87,8.029716,0.050271,27226.44,1163.99,8.158863,0.042346
17,HE0204m4213_b_2002_09_20T04_57_32_all.dat.gz,6.95250867681984,4.078321922411155,3.573164783871268,13857.577953011692,8.808262027003856,51,33,1.338184,-130.55554,HE0204-4213,31.707625,-41.990527778,1636148068921376768,Gaia DR3 4957085334163504512,4957085334163504512,1167511161,2016.0,31.70724501835,0.0302,-41.99076946271,0.0361,6.7167,0.0466,144.1684,82.461,-61.346,0.035,-55.105,0.043,-0.2294,-0.0077,-0.0367,-0.0282,0.0867,-0.0124,0.1414,0.1115,-0.2724,-0.2093,508,0,500,8,0.4458,629.6546,0.192,2.7391,31,0,1.831,,,,,,,,58,30,0.062071,68,21,0,0.015,90.666,0,0,1.014,0.097,0.267,0.124,0.381,-111.204,59.778,-9.282,-28.6,0,574,4980.16328,2.86196,1740.12488,16.444258,64,3985.09093,13.37603,297.92776,16.337446,60,1710.43224,8.6722,197.23161,16.665131,1.144,0.0,6.0,0.0,0.0,0,-0.327684,-0.106812,-0.220873,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,261.7728819331,-68.60307238228,8.30366450019,-50.2814273366,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,4957085334163504512,1.0,4957085334163504512,23061.44,778.87,8.029716,0.050271,27226.44,1163.99,8.158863,0.042346
18,HE0205m2945_a_2001_09_23T08_54_22_all.dat.gz,36.16614753254033,1.4936230013550509,6.461909484638673,9822.99222772476,8.217445297531066,52,34,0.953301,-133.213891,HE0205-2945,32.03275,-29.527222222,1636148068921376768,Gaia DR3 5020319141229055360,5020319141229055360,1388544972,2016.0,32.03252820163,0.0244,-29.52740354071,0.0261,9.9257,0.039,254.6488,57.493,-40.087,0.039,-41.213,0.036,0.0966,-0.0163,-0.2074,-0.0225,-0.0817,-0.052,-0.1517,0.2513,0.0108,-0.0352,426,0,425,1,2.1575,522.1766,0.104,1.3117,31,0,1.725,,,,,,,,49,21,0.054497,51,22,0,0.025,138.85,0,0,1.075,0.297,0.098,0.077,0.097,-91.175,-69.105,-16.496,33.8,0,409,8196.0361,8.78864,932.57117,15.903358,48,5708.72003,20.40385,279.78641,15.947195,48,3628.8595,12.54512,289.26459,15.84847,1.139,0.0,3.0,0.0,2.0,0,0.098725,0.043838,0.054888,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,225.53045957381,-72.97330290159,17.13269833302,-39.4756864258,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,5020319141229055360,1.0,5020319141229055360,10214.23,112.81,7.208631,0.025172,10431.82,139.13,7.201334,0.027516
19,HE0205m2945_b_2002_09_15T07_43_06_all.dat.gz,32.77243109883949,1.5769410614195074,5.6102973897612936,10618.291644606436,7.244669818144718,53,35,0.953301,-133.213891,HE0205-2945,32.03275,-29.527222222,1636148068921376768,Gaia DR3 5020319141229055360,5020319141229055360,1388544972,2016.0,32.03252820163,0.0244,-29.52740354071,0.0261,9.9257,0.039,254.6488,57.493,-40.087,0.039,-41.213,0.036,0.0966,-0.0163,-0.2074,-0.0225,-0.0817,-0.052,-0.1517,0.2513,0.0108,-0.0352,426,0,425,1,2.1575,522.1766,0.104,1.3117,31,0,1.725,,,,,,,,49,21,0.054497,51,22,0,0.025,138.85,0,0,1.075,0.297,0.098,0.077,0.097,-91.175,-69.105,-16.496,33.8,0,409,8196.0361,8.78864,932.57117,15.903358,48,5708.72003,20.40385,279.78641,15.947195,48,3628.8595,12.54512,289.26459,15.84847,1.139,0.0,3.0,0.0,2.0,0,0.098725,0.043838,0.054888,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,225.53045957381,-72.97330290159,17.13269833302,-39.4756864258,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,5020319141229055360,1.0,5020319141229055360,10214.23,112.81,7.208631,0.025172,10431.82,139.13,7.201334,0.027516
20,HE0210m2012_a_2001_09_22T09_07_09_all.dat.gz,27.61625319286052,2.133503583582968,5.68214689838259,13500.005387812103,8.141445018088087,54,36,1.146316,35.317638,HE0210-2012,33.257875,-19.976222222,1636148068921376768,Gaia DR3 5125057897336633344,5125057897336633344,1351816912,2016.0,33.25807086617,0.0307,-19.97596240307,0.0322,9.1997,0.047,195.8708,70.366,42.302,0.04,56.232,0.04,0.2179,0.1789,0.055,-0.0213,-0.0827,-0.0251,-0.231,0.1079,0.0954,0.1624,454,0,454,0,1.461,588.5022,0.184,3.0582,31,0,1.798,,,,,,,,52,20,0.059968,52,22,0,0.059,2.403,0,0,1.048,0.083,0.252,0.144,0.552,-166.822,-50.093,-18.927,26.664,0,448,6334.17778,4.53707,1396.09546,16.183142,45,4842.60947,17.27724,280.28839,16.125843,42,2322.79335,8.41746,275.94946,16.332869,1.131,0.0,5.0,0.0,1.0,0,-0.207026,-0.057299,-0.149727,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,196.33555401077,-70.01227358744,23.20972195499,-31.22877509841,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,5125057897336633344,1.0,5125057897336633344,17200.1,466.77,7.949413,0.039749,17528.9,631.0,8.062768,0.0587
21,HE0210m2012_b_2002_09_10T08_56_41_all.dat.gz,17.681393886426747,2.129185956749394,3.780126067757122,14280.976974916852,8.1723187025494,55,37,1.146316,35.317638,HE0210-2012,33.257875,-19.976222222,1636148068921376768,Gaia DR3 5125057897336633344,5125057897336633344,1351816912,2016.0,33.25807086617,0.0307,-19.97596240307,0.0322,9.1997,0.047,195.8708,70.366,42.302,0.04,56.232,0.04,0.2179,0.1789,0.055,-0.0213,-0.0827,-0.0251,-0.231,0.1079,0.0954,0.1624,454,0,454,0,1.461,588.5022,0.184,3.0582,31,0,1.798,,,,,,,,52,20,0.059968,52,22,0,0.059,2.403,0,0,1.048,0.083,0.252,0.144,0.552,-166.822,-50.093,-18.927,26.664,0,448,6334.17778,4.53707,1396.09546,16.183142,45,4842.60947,17.27724,280.28839,16.125843,42,2322.79335,8.41746,275.94946,16.332869,1.131,0.0,5.0,0.0,1.0,0,-0.207026,-0.057299,-0.149727,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,196.33555401077,-70.01227358744,23.20972195499,-31.22877509841,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,5125057897336633344,1.0,5125057897336633344,17200.1,466.77,7.949413,0.039749,17528.9,631.0,8.062768,0.0587
22,HE0211m2824_a_2000_12_07T03_26_14_all.dat.gz,68.34930741659639,2.8751044591812445,1.6191582273329592,13593.204831703835,7.915440275395163,56,38,2.079953,167.338085,HE0211-2824,33.486125,-28.172472222,1636148068921376768,Gaia DR3 5116584064300345984,5116584064300345984,107998747,2016.0,33.48626866538,0.0193,-28.17303593579,0.0216,16.7354,0.0332,504.1898,130.024,27.808,0.032,-127.016,0.029,0.1848,-0.0031,-0.1394,-0.079,-0.0172,-0.0817,-0.1825,0.2648,0.0841,-0.0528,440,0,438,2,0.5261,569.1273,0.128,3.5054,31,0,1.779,,,,,,,,51,22,0.045636,59,21,0,0.045,162.875,0,0,1.017,0.366,0.156,0.114,0.344,-75.382,-64.082,-40.939,34.998,0,468,14151.81277,10.13918,1395.75513,15.310337,50,10579.26557,18.23612,580.12689,15.277404,48,5460.64428,12.50742,436.59232,15.404786,1.133,0.0,4.0,0.0,3.0,0,-0.127382,-0.032933,-0.094449,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,220.99662840408,-71.72096033822,19.36698237768,-38.8029085107,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,5116584064300345984,0.98,5116584064300345984,14544.27,244.76,8.030866,0.023112,14232.56,235.05,8.029871,0.029303
23,HE0211m2824_b_2001_02_07T00_55_39_all.dat.gz,65.40874793221556,1.9705490919788355,5.8223913592361685,13499.901397875889,7.858241747490303,57,39,2.079953,167.338085,HE0211-2824,33.486125,-28.172472222,1636148068921376768,Gaia DR3 5116584064300345984,5116584064300345984,107998747,2016.0,33.48626866538,0.0193,-28.17303593579,0.0216,16.7354,0.0332,504.1898,130.024,27.808,0.032,-127.016,0.029,0.1848,-0.0031,-0.1394,-0.079,-0.0172,-0.0817,-0.1825,0.2648,0.0841,-0.0528,440,0,438,2,0.5261,569.1273,0.128,3.5054,31,0,1.779,,,,,,,,51,22,0.045636,59,21,0,0.045,162.875,0,0,1.017,0.366,0.156,0.114,0.344,-75.382,-64.082,-40.939,34.998,0,468,14151.81277,10.13918,1395.75513,15.310337,50,10579.26557,18.23612,580.12689,15.277404,48,5460.64428,12.50742,436.59232,15.404786,1.133,0.0,4.0,0.0,3.0,0,-0.127382,-0.032933,-0.094449,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,220.99662840408,-71.72096033822,19.36698237768,-38.8029085107,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,5116584064300345984,0.98,5116584064300345984,14544.27,244.76,8.030866,0.023112,14232.56,235.05,8.029871,0.029303
24,HE0219m4049_b_2001_09_19T09_10_32_all.dat.gz,34.94538954131776,4.561991585008448,1.277905205176083,12949.90224988947,7.409422500785607,61,43,0.664272,83.442446,HE0219-4049,35.332166667,-40.5915,1636148068921376768,Gaia DR3 4951125156507440384,4951125156507440384,715181771,2016.0,35.33240806877,0.0276,-40.59147892734,0.0323,9.9452,0.042,237.0483,42.216,41.93,0.033,4.905,0.041,-0.1985,0.0791,-0.0336,-0.0121,0.0449,0.019,0.0343,0.1781,-0.3037,-0.2552,517,0,512,5,3.1377,702.4669,0.199,3.593,31,0,1.784,,,,,,,,59,31,0.059813,68,21,0,0.029,8.491,1,0,1.099,0.119,0.272,0.12,0.262,-87.119,63.372,-2.302,-30.574,0,581,5776.32992,3.88634,1486.31641,16.283237,65,4342.1311,12.47638,348.02802,16.244286,56,2181.47318,8.00036,272.67203,16.40102,1.129,0.0,6.0,0.0,4.0,0,-0.156734,-0.038952,-0.117783,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,254.68672810094,-67.10174931597,13.09461322656,-50.50289938984,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,4951125156507440384,1.0,4951125156507440384,15363.83,353.11,7.992572,0.033822,15149.14,360.3,8.020946,0.044259
25,HE0221m0535_b_2002_09_20T05_57_30_all.dat.gz,25.61171827329664,2.155563296041427,3.4184268547064165,15135.756440737803,8.847054335321037,64,45,0.349216,-75.244605,HE0221-0535,35.999625,-5.3626388889,1636148068921376768,Gaia DR3 2488754366292015744,2488754366292015744,162110795,2016.0,35.99953078207,0.0486,-5.36261418251,0.0412,8.9303,0.0569,156.9613,18.811,-17.989,0.057,5.5,0.052,0.0493,0.4619,-0.1092,0.2695,-0.2654,0.196,-0.0663,-0.0072,0.2333,0.2532,179,0,179,0,-0.3225,260.2576,0.199,3.8981,31,0,1.845,,,,,,,,21,14,0.085259,24,11,0,0.021,79.913,0,0,0.981,0.381,0.254,0.369,0.719,-68.8,-35.859,-52.708,29.952,0,203,10120.61835,8.83554,1145.44434,15.674349,24,8130.89828,24.11138,337.22247,15.563196,21,3508.7191,30.63425,114.5358,15.885024,1.15,0.0,1.0,0.0,6.0,0,-0.321828,-0.111153,-0.210675,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,172.42187818035,-59.02807797479,31.8165085171,-18.57394275502,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,2488754366292015744,1.0,2488754366292015744,22490.45,967.0,7.894831,0.061556,25702.42,1780.38,8.006557,0.055265
26,HE0246m5449_a_2002_09_20T06_52_14_all.dat.gz,39.955915859003625,3.014603705083214,6.949168881966756,11778.682257163871,8.686722095229587,75,55,0.647215,60.737008,HE0246-5449,42.029333333,-54.612388889,1636148068921376768,Gaia DR3 4740913887782857216,4740913887782857216,819294634,2016.0,42.02960416259,0.0366,-54.61230100787,0.0408,8.9682,0.0421,213.2113,38.118,33.024,0.048,19.038,0.056,-0.182,0.1498,0.1914,-0.2561,-0.1355,-0.2333,0.2187,0.1043,-0.2349,-0.1117,376,9,371,5,1.4978,461.4924,0.184,2.2318,31,0,1.784,,,,,,,,43,26,0.081156,62,15,0,0.017,71.131,0,0,1.055,,,,,,,,,0,515,5063.14876,3.59302,1409.16309,16.426315,59,3795.7451,10.6293,357.10205,16.390299,56,1911.38858,6.54298,292.12793,16.544523,1.127,0.0,3.0,0.0,1.0,0,-0.154224,-0.036016,-0.118208,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,273.2388243005,-55.26284734901,4.17996445449,-64.44948921659,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,4740913887782857216,1.0,4740913887782857216,15240.48,340.43,7.927049,0.03429,15103.69,346.45,7.960935,0.044377
27,HE0255m1100_a_2001_02_09T00_38_09_all.dat.gz,7.181625616963597,4.290211807397862,6.088130908811891,13636.548198270497,8.572535942630571,77,57,0.497706,-154.034828,HE0255-1100,44.590708333,-10.807361111,1636148068921376768,Gaia DR3 5160899536860481664,5160899536860481664,1577898601,2016.0,44.59064670999,0.0587,-10.80748540757,0.0572,6.9453,0.0709,97.9506,35.308,-17.759,0.068,-30.517,0.071,-0.1477,0.3508,-0.1604,0.1717,-0.3029,0.1459,-0.1107,0.0363,0.0596,0.0967,152,0,152,0,0.723,193.4176,0.174,1.3943,31,0,1.824,,,,,,,,18,13,0.101874,18,8,0,0.017,133.496,0,0,1.04,0.371,0.034,0.227,0.799,-96.222,30.075,-58.865,26.361,0,147,4963.88751,8.13041,610.53333,16.447811,14,3903.06244,16.92811,230.56696,16.360029,13,1743.31238,8.20191,212.54959,16.644457,1.137,0.0,1.0,0.0,0.0,0,-0.284428,-0.087782,-0.196646,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,190.42432336527,-55.99945706294,38.58418590021,-26.50895726429,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,5160899536860481664,1.0,5160899536860481664,21011.15,736.24,7.959382,0.055323,22952.27,1943.48,8.108387,0.049901
