,Name,GaiaDR2,SPYTeff,SPYlogg,Rem,solution_id,DESIGNATION,SOURCE_ID,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot
248,HS0223+1211,74336778563550464,14721,7.3,,1636148068921376768,Gaia DR3 74336778563550464,74336778563550464,1771969236,2016.0,36.62481760327524,0.07371866,12.422843770663272,0.06536998,4.470100859806845,0.08803331,50.777378,35.40318,-18.415103441992102,0.106076494,-30.2368817534818,0.08054564,0.05622771,0.32018387,-0.17805445,0.2930698,-0.34467542,0.2920815,0.027813058,-0.16762047,0.28631702,0.10621853,163,0,163,0,-0.590597,160.08104,0.0,0.0,31,False,1.7657573,,,,,,,,19,13,0.14997965,21,8,0,0.10345417,81.78434,0,0,0.9648755,0.27634442,0.2322056,0.46002975,0.83689934,-80.65203,-22.345818,-48.834686,28.19295,False,181,3625.7437889219586,5.537856,654.7197,16.788874,19,2638.173129320303,26.761772,98.57991,16.785284,20,1446.8457620684972,14.752456,98.07491,16.84684,1.1266706,0,0,0,1,0,-0.061555862,-0.0035896301,-0.057966232,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,156.2374758381415,-44.21527882200814,38.35031663811478,-1.9698602945446164,False,False,0,True,False,False,False,False,False,False,False,5.094306e-10,7.489059e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
249,HS0225+0010,2501224305619721984,13778,7.81,,1636148068921376768,Gaia DR3 2501224305619721984,2501224305619721984,725293913,2016.0,36.98140294401613,0.042987745,0.3939142493310175,0.03833819,13.419009673208905,0.04686976,286.30423,41.748665,16.236695190497965,0.05679903,-38.46193987442272,0.047228627,0.17597044,0.22682142,0.2829625,0.20904909,-0.19567794,0.18244508,0.23908897,0.084153615,0.081279434,0.2590838,206,0,205,1,0.79756546,238.1756,0.064741015,0.3034411,31,False,1.7543037,,,,,,,,24,15,0.08491439,27,9,0,0.0853446,71.22713,0,0,1.0384539,0.24935633,0.18335655,0.3485895,0.8230381,-82.50133,-24.30998,-50.017925,27.220194,False,219,7121.662557260327,6.935257,1026.8779,16.055914,18,5159.28366317927,21.244228,242.85577,16.057068,18,2904.796194886537,11.005168,263.94836,16.090107,1.1323311,0,7,0,7,0,-0.033039093,0.0011539459,-0.03419304,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,166.99389568367195,-54.0098788439037,34.77338739016944,-13.472094034290716,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
251,HS0241+1411,32880762085326336,13932,7.76,,1636148068921376768,Gaia DR3 32880762085326336,32880762085326336,31176716,2016.0,41.002932130061026,0.05697314,14.40828017105749,0.0497553,9.253105789095073,0.06539729,141.49065,19.784704,-18.023740318128347,0.0740499,8.159613533002641,0.064286985,0.043437783,0.2083265,0.104055166,-0.020040821,-0.19656514,-0.12216229,0.020471536,0.24342185,0.25695983,0.1859584,215,0,214,1,0.4106794,236.32997,0.13685176,0.73493624,31,False,1.7627748,,,,,,,,24,14,0.10781457,26,10,0,0.09373068,78.40085,0,0,1.018549,0.21020642,0.16960675,0.35124147,0.8939553,-72.53005,-14.569864,-51.566727,27.805676,False,232,4103.320324723299,3.5858307,1144.3152,16.654528,25,2994.8705996453155,25.400196,117.90738,16.647596,23,1638.0767157660578,11.419198,143.44937,16.712059,1.1290728,0,3,0,1,0,-0.06446266,-0.006931305,-0.057531357,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,159.72272089108333,-40.287160994906095,43.01642225594136,-1.4024605612658299,False,False,0,True,False,False,False,False,False,False,False,5.0943616e-10,6.1144503e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
252,HS0307+0746,13611477211053824,10084,7.81,,1636148068921376768,Gaia DR3 13611477211053824,13611477211053824,240389279,2016.0,47.53783087788579,0.047311008,7.95850408502911,0.044037722,15.155964341858096,0.05829657,259.98038,117.27131,-73.72716144550182,0.053589374,-91.19685197781075,0.050977886,0.12055053,0.3921399,-0.10779267,0.1298293,-0.34022206,0.085268594,0.030505836,0.021333663,0.11571755,0.31746572,198,0,198,0,-0.4146664,194.69089,0.0,0.0,31,False,1.7178845,,,,,,,,23,15,0.08322346,23,9,0,0.16428593,162.64114,0,0,0.97725403,0.42572713,0.26053503,0.527312,0.8711466,-69.847885,-37.611984,-49.686787,31.122145,False,194,6103.989121108188,6.565153,929.7558,16.223333,22,4219.907341577671,13.323812,316.71924,16.275286,19,2773.577838685742,17.642658,157.20862,16.140295,1.1457237,0,2,0,2,0,0.13499069,0.051952362,0.08303833,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,171.65730677106387,-41.43019136614946,47.33339212762493,-9.4154675142505,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
254,HS0315+0858,14141304376849280,18783,7.87,,1636148068921376768,Gaia DR3 14141304376849280,14141304376849280,536488741,2016.0,49.43015798627856,0.038471602,9.165280778816607,0.042591583,10.30707056742064,0.049394,208.67049,66.43278,65.87886279511764,0.05080061,-8.560941494028636,0.048510306,0.275452,0.071737275,-0.25859687,-0.17063023,-0.47533384,-0.24650301,-0.3085731,0.17888889,0.17054814,0.3805854,203,0,203,0,-0.7493283,237.52094,0.09951913,0.8908648,31,False,1.8105361,,,,,,,,23,14,0.08373867,23,10,0,0.051172428,94.95142,0,0,0.9609204,0.364905,0.25758943,0.5310807,0.89119935,-84.391235,-39.108368,-44.42627,32.198284,False,202,8684.199274851426,6.9277754,1253.5336,15.840543,19,6743.28123556227,31.308754,215.38005,15.766364,19,3145.2465250935284,17.83571,176.34546,16.00376,1.1386805,0,1,0,1,0,-0.23739529,-0.074178696,-0.16321659,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,172.38020014797212,-39.27280552577302,49.48588472748419,-8.752122177685754,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
256,HS0325+2142,61497407625478272,14027,7.93,,1636148068921376768,Gaia DR3 61497407625478272,61497407625478272,610476205,2016.0,52.10557922458336,0.04755586,21.885372626309735,0.034373637,17.92084210889686,0.050349474,355.92908,137.16307,100.1027000951677,0.07985446,-93.77183774303086,0.050379332,-0.04366999,0.21594208,-0.09116195,0.1766098,-0.14542207,0.06321924,0.24886018,0.1951202,0.010457755,-0.27869064,176,0,174,2,2.8173466,270.8773,0.20203388,4.8017464,31,False,1.7689105,,,,,,,,20,13,0.113301046,28,6,0,0.103798114,167.58191,0,0,1.1550231,0.16281521,0.33340803,0.29367214,0.7536514,-74.34561,5.3965445,-45.898342,29.903957,False,215,12216.863931544787,10.938575,1116.8607,15.469968,25,8964.298711583187,18.923319,473.71704,15.457252,23,4841.372617333549,12.145411,398.61746,15.535474,1.1300503,0,0,0,0,0,-0.078222275,-0.012716293,-0.06550598,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,164.60926933840568,-28.0081903902096,55.2025291757429,2.9068016282506903,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
257,HS0329+1121,13469296613857152,17376,7.86,,1636148068921376768,Gaia DR3 13469296613857152,13469296613857152,968768318,2016.0,53.14961807306613,0.05025651,11.525735470585845,0.039669245,8.69639533529535,0.057346467,151.64658,11.218283,3.278897023581321,0.06931743,10.728406391356092,0.051643956,0.081668966,0.055476144,-0.25381723,0.08336151,-0.2609632,0.038201112,0.12845361,0.22276357,-0.15412469,0.08327804,238,0,236,2,-0.12630682,265.98395,0.097783156,0.5382365,31,False,1.8004438,,,,,,,,27,15,0.097629376,27,10,0,0.047715798,132.86024,0,0,0.9926896,0.24125549,0.25541696,0.3813971,0.7625237,-80.96058,-9.751762,-43.197155,30.75682,False,232,5187.97347678257,4.891832,1060.538,16.399872,26,3942.1757586424173,15.097295,261.118,16.349203,23,1923.3268007769273,6.9085684,278.3973,16.537764,1.130596,0,0,0,0,0,-0.18856049,-0.050668716,-0.13789177,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,173.6309777573382,-35.03427018630077,53.66173743906243,-7.3866215807957,False,False,0,True,False,False,False,False,False,False,False,5.0943116e-10,7.8567695e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
258,HS0331+2240,67620897117741440,21452,7.78,,1636148068921376768,Gaia DR3 67620897117741440,67620897117741440,189062947,2016.0,53.72174456552218,0.038409963,22.835811171879698,0.030391315,11.458158984122633,0.043328226,264.45023,112.409225,-21.19318397623377,0.052294496,110.39330986020371,0.03835494,0.15140478,-0.05613186,-0.032891896,0.07514773,-0.2829633,0.0506691,0.36817706,0.09324014,0.013384952,0.15129036,242,0,241,1,1.3887516,439.70422,0.21567747,7.82115,31,False,1.8290246,,,,,,,,28,16,0.07332491,32,11,0,0.052167084,161.85213,0,0,1.0631568,0.18846609,0.35363087,0.38272396,0.56733423,-97.573494,-8.038286,-35.908035,32.038967,False,253,15263.723078947865,14.043064,1086.9226,15.228215,28,12036.049840036641,24.532017,490.6262,15.137332,27,5326.3312882500695,13.738602,387.69092,15.431825,1.1374933,0,1,0,3,0,-0.29449272,-0.090883255,-0.20360947,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,165.20728935071799,-26.31877118128405,56.88431032312278,3.470341596756082,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
260,HS0344+0944,3302674308386137856,15321,8.23,,1636148068921376768,Gaia DR3 3302674308386137856,3302674308386137856,1005749752,2016.0,56.71779789992259,0.08114127,9.898710776540579,0.052750695,9.773688307200588,0.09753233,100.209724,36.07871,-18.362604186110318,0.09384553,-31.056208854994626,0.069810145,0.048428655,0.4609097,0.09906499,0.0057246042,-0.0978468,0.14433663,0.6529081,0.16734378,-0.17817384,0.16991998,363,0,360,3,-0.12734026,376.58304,0.10477453,0.33856782,31,False,1.7601538,,,,,,,,41,16,0.13355996,52,8,0,0.098664716,84.420746,0,0,0.9942875,0.59826225,0.5685653,0.21636452,0.48612046,-11.474024,0.26273885,1.9412987,18.981062,False,439,2671.4679945472494,2.1793487,1225.8103,17.120491,44,1983.3671824266867,14.774747,134.24036,17.095034,41,1073.5204843364963,8.509538,126.15497,17.17087,1.1442726,0,3,0,1,0,-0.07583618,-0.025457382,-0.0503788,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,177.9908521706486,-33.627454059628256,56.731355219652635,-9.779733137783786,False,False,0,True,False,False,False,False,False,False,False,5.094315e-10,2.6034312e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
262,HS0345+1324,37976345646670464,25064,8.18,,1636148068921376768,Gaia DR3 37976345646670464,37976345646670464,637903067,2016.0,57.164789491366854,0.054347046,13.558066445797305,0.038963176,8.75675246071155,0.060930643,143.71672,21.98399,-21.944070969467873,0.07356176,1.3242238495464185,0.0519147,0.09509698,0.17601348,-0.13342194,0.10134776,-0.19041266,0.17638656,0.64416146,-0.13311353,-0.28854254,0.15120818,333,0,333,0,1.8432263,494.66507,0.25706,5.4471097,31,False,1.8321823,,,,,,,,38,17,0.103961505,45,8,0,0.12999041,82.291504,0,0,1.0717821,0.4972312,0.5280088,0.33440462,0.49934968,-10.144434,-1.3190054,-1.1339489,18.308655,False,374,6577.4254932634285,4.971068,1323.1414,16.142227,41,5227.3985230133885,16.285042,320.99387,16.042828,39,2299.2211550780053,11.123687,206.69597,16.343945,1.144311,0,0,0,1,0,-0.30111694,-0.09939957,-0.20171738,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,175.1760774795779,-30.81416478314699,57.9727741777436,-6.3052701382015,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.6509985e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
264,HS0346+0755,3277482882085624192,16796,7.72,,1636148068921376768,Gaia DR3 3277482882085624192,3277482882085624192,1192848052,2016.0,57.31363866775545,0.07079398,8.081460011666671,0.049275443,7.008307103367876,0.07401741,94.68457,15.047166,-10.774959709644268,0.09806389,-10.503211696871649,0.06586917,-0.09510654,0.09278371,0.30900624,-0.15026699,-0.090093575,-0.11058963,0.6160062,-0.09799009,-0.12222032,-0.0047751423,319,0,319,0,-0.51782995,331.048,0.0,0.0,31,False,1.7871981,,,,,,,,37,16,0.13807902,48,8,0,0.050521947,83.686806,0,0,0.9783536,0.4369679,0.53110063,0.22526267,0.45167288,-9.140348,-0.5660942,-3.7565477,20.263563,False,398,3229.1027764707233,2.7964566,1154.7123,16.914661,42,2430.2969291457257,14.293549,170.02754,16.874393,40,1241.6323716483585,7.6620326,162.05,17.012913,1.1371361,0,0,0,2,0,-0.13851929,-0.040267944,-0.09825134,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,180.10191783460579,-34.39339105777364,56.9079278024256,-11.682003419613228,False,False,0,True,False,False,False,False,False,False,False,5.09735e-10,1.8871768e-07,4.9933227e-05,,,,,,,,,,,,,,,,,,,,,,
266,HS0400+1451,39305036729495936,14623,8.25,,1636148068921376768,Gaia DR3 39305036729495936,39305036729495936,1398863542,2016.0,60.92602282147969,0.028171321,14.99121874991044,0.02103583,24.098115357753688,0.030627556,786.8116,143.36768,141.3491852687282,0.035466377,-23.972849448206453,0.023964796,0.28939876,0.044593234,-0.11597514,0.18472514,-0.18825503,0.09104711,0.7441752,0.08142479,-0.27373198,0.15482531,432,0,432,0,0.5396302,577.2871,0.10214189,2.8999617,31,False,1.773579,,,,,,,,49,15,0.04974563,54,9,0,0.035613857,132.09502,0,0,1.0177372,0.5119327,0.6020687,0.42996225,0.22659196,-16.578142,-8.7498665,-9.798523,7.5002327,False,444,18458.3526547136,11.07188,1667.1381,15.021885,49,13746.725805139611,16.318235,842.415,14.993044,47,7182.611139089397,10.532988,681.91583,15.107189,1.1338681,0,0,0,0,0,-0.11414528,-0.028841019,-0.08530426,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,176.8033958993455,-27.165219289841964,61.85573755715678,-5.652575416354857,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
268,HS0412+0632,3297249936488848384,13694,7.78,,1636148068921376768,Gaia DR3 3297249936488848384,3297249936488848384,334795762,2016.0,63.74291392211045,0.032682754,6.66867084673939,0.024982138,18.79333677997626,0.040521685,463.7847,129.76088,69.53554915988227,0.042590085,-109.55680954624488,0.030879222,0.012335157,0.26611102,-0.024972595,0.13416006,-0.34067968,0.07226692,0.2722662,0.13636518,-0.10229595,-0.043560684,259,0,258,1,0.99040157,323.9825,0.119560115,2.244095,31,False,1.7539499,,,,,,,,30,16,0.059114594,34,8,0,0.012460242,129.14128,0,0,1.0430138,0.2674609,0.32025346,0.38503325,0.580696,-79.21391,-5.584842,-45.596806,31.283518,False,252,13548.794781943425,10.889665,1244.1885,15.357615,32,9793.751168894762,18.702602,523.6571,15.36117,31,5538.839532158376,13.864085,399.50992,15.389349,1.1316571,0,0,0,2,0,-0.028179169,0.0035543442,-0.031733513,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,186.14254882848653,-30.314253854688832,63.02838877996335,-14.345888432077487,False,False,0,True,False,False,True,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
270,HS0503+0154,3229005792373924224,54563,7.54,,1636148068921376768,Gaia DR3 3229005792373924224,3229005792373924224,362333264,2016.0,76.41336113782667,0.04143112,1.9745842339033703,0.03300821,4.775229394752139,0.05387789,88.63059,36.428474,-1.0048033953379236,0.061235074,-36.414614070652306,0.048441563,0.11645528,-0.03659068,0.018517438,0.1125571,-0.14765349,0.080697775,-0.07002048,0.28424668,0.1774998,0.0045632226,311,0,299,12,0.90118164,711.44415,0.32499063,16.068483,31,False,1.8928353,,,,,,,,36,19,0.085522845,38,11,0,0.08769518,163.35924,0,0,1.0362458,0.15724938,0.28200442,0.047011644,0.55660933,-173.96097,-13.025483,-3.788485,41.954544,False,280,13254.602197252065,12.405232,1068.4686,15.38145,32,11127.257421871172,22.118567,503.07318,15.222572,30,4160.475299615387,12.935314,321.63696,15.700038,1.1533905,0,1,0,0,0,-0.47746563,-0.15887737,-0.31858826,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,198.29975705126427,-22.359374802521536,75.45662650630321,-20.7813735108665,False,False,0,True,False,False,True,False,False,False,False,5.0943055e-10,2.5449607e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
