,Name,GaiaDR2,SPYTeff,SPYlogg,Rem,solution_id,DESIGNATION,SOURCE_ID,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot
694,WD1013-010,3830623164560911872,8080,7.32,,1636148068921376768,Gaia DR3 3830623164560911872,3830623164560911872,263213628,2016.0,154.02636874208116,0.033492953,-1.321267546456416,0.03156268,21.61459255944788,0.040339265,535.8202,512.0534,-510.8019058712169,0.038751677,35.77863492744616,0.038040835,-0.2753824,-0.4107107,-0.3531838,0.35085598,-0.0036650423,0.1718313,-0.4605572,0.29230264,-0.4193443,-0.2611869,167,0,166,1,-0.7784422,155.36617,0.0,0.0,31,True,1.655346,,,,,,,,20,14,0.065156445,23,11,0,0.06696417,31.568281,0,0,0.9548948,0.3317487,0.22920826,0.41856334,0.83539677,-108.95983,37.325718,-4.3938084,-24.977217,False,191,14527.73938466638,11.021966,1318.0715,15.281872,23,9220.59256377919,25.831163,356.95615,15.426645,22,7736.618723289188,14.132604,547.43054,15.026518,1.1672299,0,0,0,1,0,0.4001274,0.14477348,0.25535393,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,243.86173689957135,43.045624100868324,156.40632856930853,-11.263340433924387,False,False,0,True,False,False,True,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
696,WD1015-216,5666295485406677632,30937,7.89,,1636148068921376768,Gaia DR3 5666295485406677632,5666295485406677632,947188367,2016.0,154.36090076653983,0.042881545,-21.895290998323343,0.04186297,6.662221670654056,0.04836832,137.73936,29.308872,-23.26194600655666,0.049177524,-17.82952305322263,0.04813979,-0.006614837,-0.22032247,-0.038823787,0.21799392,-0.14468154,0.15526989,-0.28156278,0.09602923,-0.1637731,0.016305868,200,0,200,0,0.7471562,378.00653,0.25399968,6.594841,31,False,1.8727297,,,,,,,,23,15,0.06959973,26,10,0,0.012090877,22.950884,0,0,1.036341,0.297793,0.06783365,0.104883716,0.73759204,-75.209236,-12.163107,-4.631339,-22.001059,False,215,10334.800022682379,8.067558,1281.032,15.651611,24,8558.451965872446,22.550936,379.51648,15.507554,23,3323.2845710044517,13.466022,246.79037,15.943976,1.1496823,0,0,0,0,0,-0.43642235,-0.14405727,-0.29236507,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,261.8705491185152,28.44021592787748,165.26349877450588,-30.121984385897637,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.6607818e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
698,WD1015+076,3875365174618907264,27375,7.73,,1636148068921376768,Gaia DR3 3875365174618907264,3875365174618907264,928287674,2016.0,154.5062472666952,0.07260116,7.356706400803707,0.058642153,5.11271291541648,0.08139793,62.811337,41.387634,-32.294578596418205,0.08171738,-25.884287770892975,0.06958746,-0.1633206,-0.45478934,-0.25743017,0.21121979,0.107163146,0.093308,-0.36763483,0.24371634,-0.36718395,-0.14704733,202,0,202,0,0.9514682,335.58487,0.32511508,4.6807766,95,False,,1.7990078,0.02051032,-0.25845125,-0.16341232,0.23469077,-0.01876494,0.008457487,23,13,0.122428484,26,12,0,0.086696,20.020182,0,0,1.046712,0.26951614,0.21121201,0.2456524,0.8250654,-140.65784,27.158428,-1.4519739,-25.562403,False,227,4298.057734636832,5.8417263,735.7513,16.604187,2,3633.8724565444154,97.33324,37.334343,16.437618,2,1509.2629675429248,91.008675,16.583727,16.800983,1.1966186,0,0,0,0,0,-0.36336517,-0.16656876,-0.19679642,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,234.29210204502888,48.63983226909037,153.6926726505111,-2.9990086737538593,False,False,0,False,False,False,False,False,False,False,False,5.0943055e-10,2.8943474e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
701,WD1015+161,3888723386196630784,19948,7.92,,1636148068921376768,Gaia DR3 3888723386196630784,3888723386196630784,568379443,2016.0,154.51543364070693,0.040919304,15.865963101199892,0.036411125,11.361687156215352,0.046688814,243.34923,130.66747,-111.16270714925378,0.051815238,-68.67923789401583,0.042487644,-0.13758181,0.024796821,-0.28650966,-0.09738814,-0.08278904,-0.08953607,-0.4304564,0.32127494,-0.1774946,-0.4079602,286,0,286,0,2.6622806,481.49893,0.23572485,7.438798,31,False,1.8167413,,,,,,,,32,15,0.08009468,34,21,0,0.069432996,11.0896225,0,0,1.1131483,0.3392208,0.38169697,0.14732929,0.5611068,21.773853,29.799713,30.204372,-30.585108,False,299,10425.198998086666,6.1499143,1695.178,15.642156,32,8099.797541562907,14.271954,567.53253,15.567357,31,3786.0671922422807,14.759679,256.5142,15.802424,1.1401092,0,1,0,2,0,-0.23506737,-0.074798584,-0.16026878,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,222.5094605542863,52.757956006319986,150.63994365817317,4.944920238128846,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
703,WD1017+125,3883615188318129536,21386,7.88,,1636148068921376768,Gaia DR3 3883615188318129536,3883615188318129536,1695247775,2016.0,154.98284087472945,0.04702931,12.275334991205273,0.04440472,9.392286829959206,0.052062076,180.40555,33.604767,-26.960331070393476,0.061084554,-20.060434011651875,0.0608628,-0.21656784,-0.17518002,-0.17078605,0.19125226,-0.1832811,0.24855492,-0.4830656,-0.1364288,0.029488364,-0.35512316,187,0,187,0,3.1664386,348.69052,0.2130752,4.118042,31,False,1.8272383,,,,,,,,21,12,0.10124186,24,12,0,0.15036911,13.135929,0,0,1.1685463,0.1957507,0.2366697,0.32310927,0.78230107,-108.36842,23.917011,-9.163614,-24.89584,False,214,9327.955635535985,6.6400957,1404.7924,15.7629,22,7357.742311356039,27.26588,269.85162,15.67168,20,3275.028906925272,13.367467,244.99997,15.959858,1.1398823,0,10,0,9,0,-0.2881775,-0.0912199,-0.19695759,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,228.0855076800302,51.57144567734782,152.36012024860483,1.759019484827521,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5795508e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
705,WD1019+129,3883746133280920448,18412,7.88,,1636148068921376768,Gaia DR3 3883746133280920448,3883746133280920448,611446461,2016.0,155.61955387133588,0.038620014,12.699610199834986,0.029316263,11.362772423083145,0.045490667,249.78249,88.00961,-72.0065432579214,0.04717554,-50.60384554057686,0.037727952,0.035380907,-0.31012455,-0.06281985,0.14295149,-0.21851604,-0.04628862,-0.051988747,0.26221552,-0.40161917,-0.086676806,202,0,200,2,-1.0159092,239.06572,0.111035675,1.4006261,31,False,1.814221,,,,,,,,23,14,0.06689502,26,11,0,0.08234239,15.815507,0,0,0.9473217,0.23877597,0.25446862,0.37609524,0.8065638,-103.01301,4.9406853,-8.3149185,-25.195093,False,223,10347.31606021667,8.511553,1215.679,15.650297,25,7965.583559971772,18.552025,429.36465,15.585498,22,3710.774874459307,11.337582,327.2986,15.824234,1.1284432,0,0,0,0,0,-0.23873615,-0.06479931,-0.17393684,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,227.95849506735604,52.319995942374646,152.78655120624458,2.379383924303757,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
707,WD1020-207,5667957225433304192,19920,7.93,,1636148068921376768,Gaia DR3 5667957225433304192,5667957225433304192,661233696,2016.0,155.68193195641558,0.035299297,-21.000492509017523,0.03675776,13.226752699454709,0.04394007,301.018,81.50153,-77.97201781104145,0.045733508,-23.72477627771267,0.05204341,0.006408105,-0.2675087,-0.27764094,0.041712448,-0.21255507,-0.08049794,0.115185216,0.12778662,-0.31102803,-0.12672538,183,0,183,0,2.2642088,372.64047,0.21554099,7.296525,31,False,1.8232948,,,,,,,,21,14,0.074805625,21,8,0,0.013762356,163.92131,0,0,1.1204263,0.30578917,0.10629222,0.17636718,0.79073656,-86.11176,68.56159,-2.1784697,-23.85926,False,181,17258.9917111754,14.641941,1178.7366,15.094829,18,13449.413875798216,19.152018,702.2453,15.016784,19,6124.168349976535,12.569002,487.2438,15.280277,1.1341093,0,0,0,0,0,-0.26349354,-0.07804489,-0.18544865,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,262.3287977017923,29.9072972833053,166.12329154410503,-28.798343738180954,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
709,WD1023+009,3831358664825312384,37817,7.65,,1636148068921376768,Gaia DR3 3831358664825312384,3831358664825312384,481073800,2016.0,156.4570871364557,0.059371978,0.6517114263421991,0.04896691,4.127439719092675,0.063935675,64.55613,11.5087,-11.467220627334637,0.07342048,0.9762369131606735,0.07266623,-0.07934741,-0.3430581,-0.015712742,0.04757298,-0.0595865,0.069356196,-0.20908727,0.07897624,-0.045672864,-0.2929186,173,0,173,0,0.14752047,243.26778,0.26216623,3.8848166,31,False,1.871414,,,,,,,,20,14,0.11526005,24,9,0,0.13548379,19.363989,0,0,1.0060699,0.28113234,0.18040876,0.33090913,0.86564505,-124.789276,24.268906,0.7672038,-23.592394,False,197,5723.861802529137,5.5722885,1027.2013,16.293144,22,4700.56530905793,27.108858,173.39592,16.158167,23,1848.6898068837131,11.888681,155.49998,16.580736,1.1442022,0,0,0,0,0,-0.42256927,-0.13497734,-0.28759193,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,243.9532925202775,46.175481645159834,157.96755011534893,-8.536551225210438,False,False,0,True,False,False,False,False,False,False,False,5.09431e-10,1.9173252e-07,4.9933227e-05,,,,,,,,,,,,,,,,,,,,,,
711,WD1026+023,3855631797052747136,12653,7.87,,1636148068921376768,Gaia DR3 3855631797052747136,3855631797052747136,944479448,2016.0,157.29040307400862,0.022205163,2.0979113916675307,0.034713034,29.759881744415132,0.042949867,692.8981,126.130684,-101.9352421803605,0.02897847,-74.28429438115204,0.029827286,-0.16020332,-0.04411664,0.05711755,0.022207938,-0.7830938,-0.08768339,0.036237717,0.12913495,-0.03102599,-0.41021425,175,0,174,1,0.47247416,254.31892,0.08706493,2.4521804,31,False,1.7590821,,,,,,,,20,13,0.048966397,20,7,0,0.13548289,23.117172,0,0,1.0238204,0.48627007,0.29652953,0.7426826,0.8301966,-70.84324,40.991734,-9.596645,-24.647806,False,172,37403.920007680266,27.784828,1346.1995,14.2550745,20,27298.264564781,32.821907,831.7087,14.248204,19,15200.080815251307,24.526464,619.742,14.293281,1.1362003,0,0,0,0,0,-0.04507637,-0.00687027,-0.0382061,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,243.11380698876425,47.7430528084758,158.2100861148873,-6.884972404451416,False,False,0,True,True,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
714,WD1031-114,3754712881779364992,25502,7.84,,1636148068921376768,Gaia DR3 3754712881779364992,3754712881779364992,1404045300,2016.0,158.42661793686597,0.04333381,-11.69410791228608,0.04848038,27.99429868427151,0.06323965,442.67004,345.08627,-343.9493157751839,0.06720978,-27.989482542445646,0.06934327,-0.14282416,-0.119896926,0.202665,0.092489325,-0.42775023,-0.13748674,0.42032072,0.40885323,-0.5597685,-0.3915493,147,34,147,0,2.028626,1732.9219,0.32027358,71.19709,31,False,1.8538293,,,,,,,,17,10,0.1163715,22,6,0,0.027938552,0.067309625,0,0,1.1203216,,,,,,,,,False,183,118884.10246427321,97.97393,1213.4259,12.9995575,21,95730.22184807097,147.22984,650.20935,12.88592,21,39728.38077137333,25.267735,1572.2969,13.250143,1.1394173,0,0,0,0,0,-0.36422348,-0.113637924,-0.25058556,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,257.67044997924944,38.78462279543163,164.66485117744193,-19.21931940175315,False,False,0,True,True,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
716,WD1031+063,3862040300575181184,21317,7.76,,1636148068921376768,Gaia DR3 3862040300575181184,3862040300575181184,483091727,2016.0,158.52236324183514,0.04978971,6.046448079573752,0.042328052,7.268629707249987,0.055574235,130.79137,44.580036,34.173623472295596,0.0655509,-28.62766353970267,0.051133573,-0.123987295,-0.22665417,0.0006877857,0.24727124,0.089343295,0.187879,-0.30731758,0.2961687,-0.3230543,-0.097418845,214,0,214,0,0.5016521,271.95673,0.17523524,1.8873397,31,False,1.8224084,,,,,,,,25,14,0.093135245,25,10,0,0.07734669,12.296717,0,0,1.0230292,0.14512281,0.17361934,0.20983785,0.87781096,-132.42209,17.898294,-7.954389,-24.721949,False,211,5700.9735630662335,5.629185,1012.75287,16.297495,24,4425.811960737355,16.605635,266.52472,16.22356,23,2018.430461205203,10.423218,193.64754,16.485361,1.1303757,0,1,0,1,0,-0.26180077,-0.073934555,-0.18786621,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,239.51478909446135,51.154046563217975,157.88956197167067,-2.7620556330663537,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5834501e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
718,WD1036+085,3868927607051816320,22924,7.32,,1636148068921376768,Gaia DR3 3868927607051816320,3868927607051816320,433073358,2016.0,159.7807872175146,0.05375667,8.311187887769652,0.041578654,4.331115303744188,0.05577028,77.65991,46.569492,9.422291296510702,0.06770158,-45.6063375827503,0.051222112,0.025215829,-0.2561964,0.021462947,0.17356396,-0.123472296,0.093123764,-0.15923417,0.037683092,-0.2636345,0.086177036,217,0,216,1,0.44328573,265.6049,0.18569054,1.9404773,31,False,1.8171897,,,,,,,,25,15,0.094111875,25,10,0,0.039315026,109.28677,0,0,1.0200655,0.15768903,0.2268567,0.29001585,0.89107573,-99.07341,0.5202397,-5.906211,-23.177801,False,204,5224.880422344648,4.4461246,1175.1538,16.392176,19,4060.2067298483307,24.00331,169.15196,16.317171,21,1902.0912454348163,17.467875,108.89082,16.549818,1.1411358,0,2,0,0,0,-0.23264694,-0.07500458,-0.15764236,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,237.72114419690985,53.49649610622926,158.20642237589846,-0.19545946380579285,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.726985e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
720,WD1049-158,3557394009663078912,20037,8.28,,1636148068921376768,Gaia DR3 3557394009663078912,3557394009663078912,1194447961,2016.0,163.08481812552716,0.034139406,-16.134333179877395,0.029887863,25.843512836090724,0.043324336,596.51263,162.98529,-158.81008322413763,0.042352296,36.654624695338214,0.045419544,-0.10093545,-0.31925306,-0.17263477,0.33125612,-0.08395411,0.17172651,-0.16071597,0.19044852,-0.5507421,-0.17716208,161,0,160,1,1.2333208,352.2182,0.19938959,11.29506,31,False,1.8127046,,,,,,,,19,13,0.070154525,27,8,0,0.038858958,133.16524,0,0,1.06866,0.20649123,0.13556789,0.22342712,0.79361975,-72.76228,18.784039,-5.895539,-24.825237,False,225,32974.3842382044,22.306742,1478.2251,14.391925,25,25683.85099670232,33.65115,763.23846,14.314392,24,11835.220720948966,21.02004,563.0446,14.564955,1.1378248,0,1,0,0,0,-0.25056267,-0.07753277,-0.1730299,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,265.6902728402974,37.97782831447328,170.97993040815598,-21.477529626695052,False,False,0,True,True,False,True,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
722,WD1053-092,3759722119317000448,22620,7.69,,1636148068921376768,Gaia DR3 3759722119317000448,3759722119317000448,1675414585,2016.0,163.93893493089436,0.060734686,-9.51633698649858,0.04799676,5.343544910287044,0.06505376,82.14045,21.365307,-4.372962722559386,0.08143004,-20.912999169356816,0.056778498,0.091650724,-0.16224916,0.088946715,0.17274033,-0.01178445,0.13938409,0.040353633,0.27264208,-0.17302427,0.173979,184,0,184,0,1.3487098,250.44713,0.14912957,0.93392366,31,False,1.8374492,,,,,,,,22,15,0.11513818,29,8,0,0.028199965,108.87107,0,0,1.0702164,0.119651884,0.20617944,0.17967679,0.87640196,-71.0954,-5.9947066,-5.547623,-22.49891,False,242,4354.403924590896,4.072414,1069.2439,16.590046,27,3443.6262332028564,19.280716,178.60469,16.496002,27,1517.104737321064,11.128743,136.32309,16.795357,1.1392446,0,1,0,1,0,-0.29935455,-0.09404373,-0.20531082,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,261.52052275159826,43.859415824663046,168.97948310594558,-15.083196657367237,False,False,0,True,False,False,False,False,False,False,False,5.094333e-10,1.2443049e-07,4.993323e-05,,,,,,,,,,,,,,,,,,,,,,
724,WD1053-290,5453248339973753216,10669,7.83,,1636148068921376768,Gaia DR3 5453248339973753216,5453248339973753216,1116129839,2016.0,163.91717273382363,0.022338111,-29.331632871876153,0.031825054,22.175168274441315,0.037354007,593.649,156.35258,137.28133986993896,0.029872788,-74.8329140390261,0.039024625,-0.50410366,-0.037596058,-0.16808748,0.18131782,0.06384529,0.2314747,-0.017692627,0.1260222,-0.246403,-0.37169704,329,0,328,1,2.0892558,430.56274,0.10756872,2.2357788,31,False,1.7229649,,,,,,,,37,16,0.058513243,50,15,0,0.0073733055,5.038966,0,0,1.082257,0.057043932,0.560877,0.17461637,0.44844598,90.31233,62.62223,-41.447895,-24.562252,False,412,14434.481228241797,7.5793595,1904.446,15.288864,48,10081.390341685688,16.016014,629.4569,15.3297415,49,6421.010241301268,9.804099,654.9312,15.228888,1.1432625,0,0,0,0,0,0.10085392,0.040877342,0.059976578,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,274.641656284424,27.104687563701734,178.17262311488506,-33.05945238159112,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
726,WD1053-550,5353122722363361920,14621,7.86,,1636148068921376768,Gaia DR3 5353122722363361920,5353122722363361920,181493179,2016.0,163.8036880777044,0.016930899,-55.31698827970108,0.018093849,28.28792100073129,0.020582857,1374.3438,427.82037,-347.10464889053327,0.026884688,250.09726044613234,0.024892494,0.16788895,-0.046503775,-0.011687072,0.32009095,0.0983304,0.3844415,0.1136231,0.1030349,0.037523173,0.33479598,371,0,371,0,1.5578932,677.5496,0.13354388,8.416051,31,False,1.7779676,,,,,,,,42,26,0.042125843,50,18,0,0.026096685,111.96124,0,0,1.0572026,0.15595661,0.20321791,0.18299203,0.3640866,-74.91367,-52.373707,-54.736107,29.484735,False,390,41197.334207907996,22.161741,1858.9395,14.150194,45,30736.582883612522,27.98845,1098.1881,14.119403,46,16025.478145117113,17.258467,928.5575,14.235868,1.135075,0,32,0,34,0,-0.11646557,-0.030791283,-0.085674286,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,286.85099941277736,3.884045046310757,198.3710630000087,-54.84453448704644,False,False,0,True,True,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
728,WD1056-384,5393763111644515968,27974,7.9,,1636148068921376768,Gaia DR3 5393763111644515968,5393763111644515968,1118094437,2016.0,164.58284127236172,0.02074201,-38.74014588727517,0.023700964,17.165042861681282,0.031652514,542.2963,163.16287,-158.80447987806312,0.03280958,37.46011446848296,0.03204173,0.01542144,-0.050740708,0.018161403,0.1474119,-0.013707886,0.18546508,0.16345477,0.039114278,-0.091013156,0.15030654,422,0,421,1,3.5635695,1735.6108,0.26683962,38.679173,31,False,1.8525441,,,,,,,,48,22,0.048560545,56,11,0,0.028670695,68.23064,0,0,1.125221,0.31267035,0.10752967,0.07611327,0.091631815,-86.78193,-89.81251,-57.3599,42.802483,False,481,45599.06273906119,21.69795,2101.5378,14.039977,50,37265.67440683025,46.11896,808.0337,13.91027,52,15025.407891822711,10.429318,1440.6893,14.30583,1.1467578,0,2,0,45,0,-0.39556026,-0.12970734,-0.26585293,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,279.9240668383183,19.026011682559265,184.46219312182834,-41.04353159283313,False,False,0,True,True,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
730,WD1058-129,3564376149017654272,23892,8.65,,1636148068921376768,Gaia DR3 3564376149017654272,3564376149017654272,1503446817,2016.0,165.30100708768606,0.035650175,-13.245093922683752,0.03162251,21.412766262856007,0.04017366,533.0051,6.964826,0.7631602506100588,0.048490487,-6.92288869661839,0.044662565,-0.07529693,-0.20336741,-0.071531236,0.017102703,-0.13208981,-0.0467872,0.25944012,0.029275557,-0.1267166,-0.21599206,221,0,221,0,1.4764451,503.62387,0.24995911,12.570633,31,False,1.8435407,,,,,,,,25,15,0.07179001,31,8,0,0.023364015,120.81673,0,0,1.070291,0.15819179,0.17186628,0.20913929,0.7778659,-91.63801,19.199537,-2.3786557,-23.134516,False,263,20091.2476967653,14.5093,1384.7151,14.92985,28,16097.756326537095,36.343033,442.93927,14.821629,28,6828.8554481247,11.411531,598.4171,15.162025,1.1411244,0,2,0,0,0,-0.34039688,-0.108221054,-0.23217583,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,265.9215714957323,41.57095813816752,171.81228066447656,-17.96633230023516,False,False,0,True,True,False,True,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
735,WD1102-183,3552845261339955200,8076,7.68,,1636148068921376768,Gaia DR3 3552845261339955200,3552845261339955200,1045236201,2016.0,166.19593430863148,0.02954902,-18.62053993151158,0.03371961,25.076952180298143,0.043357477,578.37665,135.71655,125.66397151838639,0.045315977,-51.25963048179455,0.037598234,-0.3420113,-0.031456046,0.12072277,0.28070214,-0.16989768,0.3241929,0.055090725,0.01084472,-0.27402708,0.052240103,318,0,316,2,0.30822754,332.21198,0.0,0.0,31,False,1.6717505,,,,,,,,36,14,0.064191625,43,9,0,0.037456065,81.482315,0,0,1.0113082,0.2846997,0.46541387,0.25929567,0.7272573,37.777863,52.155945,-59.599857,-28.876888,False,367,8126.119301669499,3.7573743,2162.7122,15.912659,43,5232.421399750501,15.666892,333.97955,16.041786,41,4204.00978543074,11.820535,355.6531,15.688736,1.1612469,0,1,0,0,0,0.35305023,0.1291275,0.22392273,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,270.540891636922,37.45339396702209,175.00433929699219,-22.513023604740543,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
738,WD1105-048,3788194488314248832,15995,7.75,,1636148068921376768,Gaia DR3 3788194488314248832,3788194488314248832,1452859135,2016.0,166.99954557056117,0.028024115,-5.159199009183807,0.022633601,40.29254567586476,0.03197665,1260.0614,446.1057,-55.54712736023212,0.031298317,-442.6339498212537,0.027818928,-0.1777496,-0.42980126,-0.26747063,0.3352815,-0.114809096,0.20836931,-0.1790552,0.14922018,-0.33959064,-0.2715384,192,0,192,0,2.0074956,824.81384,0.18215835,24.576233,31,False,1.7922909,,,,,,,,22,15,0.049174875,29,9,0,0.08110921,97.74271,0,0,1.1037382,0.32861218,0.2160189,0.40190154,0.7946972,-111.57773,26.908508,-5.4979634,-25.071615,False,241,109324.79115029334,85.19752,1283.1923,13.09057,28,82681.36403073353,101.553116,814.16864,13.045023,24,41071.70694593086,31.371607,1309.2,13.214039,1.1319762,0,0,0,0,0,-0.16901588,-0.045547485,-0.1234684,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,261.29751038836577,49.16705272895948,170.0756937795573,-9.882248870333788,False,False,0,True,True,False,True,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
